ProjectName,QuestionID,LongLabel,ShortLabel
PTE793BG,Q31_1,"Is there a specific person that <TS003> would like to see complimented or thanked for the care they provided during the emergency room visit to <MBOTX> on <SCMTH> <SCDAY>, <SCYR>?  (IF NO, CHOOSE DON'T KNOW)  (IF YES, READ) May I have permission to record your voice so that the facility may hear your actual comment?  (IF THEY DO NOT WANT TO BE RECORDED, CHOOSE REFUSED)  (IF NECESSARY, READ) By recording your response, the facility will be able to hear your voice for this question only. May I record your response?  ","(IF YES, READ) ""When I tell you when to start, please state the name or names of the employees and the reason you would like to commend them. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE794BG,Q31_1,"Is there a specific person that <TS003> would like to see complimented or thanked for the care they provided during the emergency room visit to <SC4> on <SCMTH> <SCDAY>, <SCYR>?  (IF NO, CHOOSE DON'T KNOW)  (IF YES, READ) May I have permission to record your voice so that the facility may hear your actual comment?  (IF THEY DO NOT WANT TO BE RECORDED, CHOOSE REFUSED)  (IF NECESSARY, READ) By recording your response, the facility will be able to hear your voice for this question only. May I record your response?  ","(IF YES, READ) ""When I tell you when to start, please state the name or names of the employees and the reason you would like to commend them. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE799BG,Q31_1,"Is there a specific person that <TS003> would like to see complimented or thanked for the care they provided during the emergency room visit to <MBOTX> on <SCMTH> <SCDAY>, <SCYR>?  (IF NO, CHOOSE DON'T KNOW)  (IF YES, READ) May I have permission to record your voice so that the facility may hear your actual comment?  (IF THEY DO NOT WANT TO BE RECORDED, CHOOSE REFUSED)  (IF NECESSARY, READ) By recording your response, the facility will be able to hear your voice for this question only. May I record your response?  ","(IF YES, READ) ""When I tell you when to start, please state the name or names of the employees and the reason you would like to commend them. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE826X,Q31_1,"The hospital would like to know if there is any specific employee in the emergency department you would like to see congratulated or thanked for the care he or she provided during the visit?   (IF YES, READ) May I have permission to record your voice so that the hospital may hear your actual comment? (IF NECESSARY, READ) By recording your response, the hospital will be able to hear your voice for this question only. May I record your comment?  ","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE833AK,Q31_1,"The hospital would like to know if there is any specific employee in the <SC4> you would like to see congratulated or thanked for the care he or she provided during the visit?   (IF YES, READ) May I have permission to record your voice so that the hospital may hear your actual comment?  (IF NECESSARY, READ) By recording your response, the hospital will be able to hear your voice for this question only. May I record your comment?  ","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE838W,Q31_1,"The hospital would like to know if there is a specific employee whom you would like to see congratulated or thanked for the care he or she provided during the visit? Would you say yes or no?  (IF YES) May I have your permission to record your voice so that the hospital may hear your actual comment?  (IF NECESSARY, READ) By recording your response, the hospital will be able to hear your voice for this question only. May I record your response?   ","(IF YES, READ) When I tell you to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE847W,Q31_1,"The facility would like to know if there is a specific employee whom you would like to see congratulated or thanked for the care he or she provided during the visit?   (IF YES, READ) May I have permission to record your voice so that the facility may hear your actual comment? IF THEY DO NOT WANT TO BE RECORDED, CHOOSE REFUSED  (IF NECESSARY, READ) By recording your response, the facility will be able to hear your voice for this question only. May I record your comment? ","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE848W,Q31_1,"The facility would like to know if there is a specific employee whom you would like to see congratulated or thanked for the care he or she provided during the visit?   (IF YES, READ) May I have permission to record your voice so that the facility may hear your actual comment? IF THEY DO NOT WANT TO BE RECORDED, CHOOSE REFUSED  (IF NECESSARY, READ) By recording your response, the facility will be able to hear your voice for this question only. May I record your comment? ","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE879V,Q31_1,"May I record your comments about any specific hospital employee in the emergency department who you would like to see congratulated or thanked for the care he or she provided during the visit to the Emergency Department?  (IF NECESSARY,  READ) By recording your response, the hospital will be able to hear your voice for this question only. May I record your comment?  ","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE873W,Q33,"The following is a yes or no question.  The emergency department would like to know if  there was anyone or anything that made <TS002> stay at the hospital extra special?  Would you say yes or no?  (IF NO, CHOOSE DON'T KNOW)  (IF YES, READ) May I have permission to record your voice so that the hospital may hear your actual comment?  (IF THEY DO NOT WANT TO BE RECORDED, CHOOSE REFUSED)  (IF NECESSARY, READ) By recording your response, the hospital will be able to hear your voice for this question only. May I record your response?  ","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Is there anyone or anything that made <TS002> stay at the hospital extra special? "". Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE851AJ,QP16,,"If the need rose again, how likely would you be to return to Delano [PRONOUNCED: duh-lay-no] Regional Emergency Room? Would you be Very likely, Somewhat likely, Not too likely or Not at all likely?"
PTE1S7F,QP18B,"The hospital would like to hear about <TS002> recent visit to the Emergency Department.  May I have permission to record your voice so that the hospital may hear your actual comment?  IF THEY DO NOT WANT TO BE RECORDED, CHOOSE REFUSED)  (IF NO, CHOOSE DON'T KNOW)  (IF NECESSARY, READ) By recording your response, the hospital will be able to hear your voice for this question only. May I record your response?  ","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""What was the one thing <TS003> liked most about <TS102> recent visit at <SC1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE SAY) Can I have you hold for one moment please?"
PTE485AG,QP18B,"We're almost finished.  Do you have one thing you liked most about your visit to <SC1>.  Would you say yes or no?   May I have permission to record your voice so that the hospital may hear your actual comment?   (IF NECESSARY, READ) By recording your response, the hospital will be able to hear your voice for this question only. May I record your response?    ","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what was the one thing you liked most about your recent visit to <SC1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE820V,QP18B,"The hospital would like to know if you have any comments about <TS002> recent visit to <SC1>? Would you say yes or no?  (IF YES) May I have permission to record your voice so that <SC1> may hear your actual comment?   (IF NECESSARY, READ) By recording your response, <SC1> will be able to hear your voice for this question only. May I record your response? ","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what was the one thing you liked most about <TS002> recent visit to <SC1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?"
PTE1F4S,SC12,,"During this visit, did <TS003> need medicine for pain?"
PTE002S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE006S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE024S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE025S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE026S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE027S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE029S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE032S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE033AK,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE036S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE037BI,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE038BI,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE039S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE041BC,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE042BC,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE044S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE045S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE046S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE050S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE055S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE057S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE059S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE060BB,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE064S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE066S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE067S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE068S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE069S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE075S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE076Y,SC15,,"During this <TSFAC> visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE079S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE080S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE081S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE082S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE083S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE104S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE105BI,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE112AP,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE114BL,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE132BJ,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE134BA,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE136R,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE145R,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE155AP,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE178R,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE179R,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE183R,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE187R,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1A4N,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1B3L,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1C6M,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1D5L,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1E4L,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1F3K,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1F4S,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1H1K,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1H7K,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1H8J,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1I2K,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1I3K,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1I4K,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1J6J,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1J7J,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1J8J,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1K1J,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1M1I,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1M4I,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1M6I,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1M7H,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1P2H,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1P3H,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1P5H,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1P8H,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1Q2H,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1R1G,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1R4G,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1R5G,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1S1G,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1U2F,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1V2P,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1V3P,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1V4P,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1V5P,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1V6P,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1V7P,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE1Z2AK,SC15,,"During this <SC4> visit, <TS010> given any medicine that <TS021> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE201R,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE208AK,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE215R,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE227S,SC15,,"During this emergency room visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE228S,SC15,,"During this emergency room visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE255Q,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE263Q,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE264Q,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE273Q,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE275Q,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE281P,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE2A5A,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE2B4B,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE2B5B,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE2D7,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE305P,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE310P,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
PTE320P,SC15,,"During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY"
