"","QuestionID","ShortLabel","freq"
"400","V31A","(If yes, read) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, please tell me about the person or department who you would like to recognize for providing exceptional care or service."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",8
"401","V31A","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, please tell me about the person or department who you would like to recognize for providing exceptional care or service."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",20
"402","V31B","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Is there a specific employee or volunteer you would like to see complimented or thanked for the care they provided? "" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",3
"403","V32","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Is there anything else you would like to share with us about <TS002> visit?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"404","V32","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Is there anything else you would like to share with us about your visit?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"405","V4AF1","I'll tell you when to begin your comment. The question is, ""What could have been done to keep <TS002> pain at a level that was acceptable to <TSAF1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"406","V6D","(IF YES, READ) I'll tell you when to begin your comment. ""Please share any suggestions <TS003> may have for improving patient safety, or how we may better meet <TS102> needs and expectations."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"407","V6D","(IF YES, READ) I'll tell you when to begin your comment. ""Thinking of this visit, please tell us about any suggestions <TS003> may have for improving safety, or how we may better meet <TS102> needs or expectations."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"408","V6D","(IF YES, READ) When I tell you when to start, please share any suggestions you may have for improving patient safety or how we may better meet <TS002> needs and expectations. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"409","Y2AM2","Did a nurse leader check on <TS003> during your stay?",3
"410","Y2R","During this hospital stay, did a nurse leader visit <TS003>?",1
"411","Y4J","Would color coded uniforms make it easier to identify <TS002> nurse and other care givers?",1
"412","Y6DA","Did the staff provide safe care by checking two identifiers before performing procedures or giving medications to <TS003>? At this hospital they identify <TS003> by asking <TS002> name and date of birth.",1
"413","Y6DA","Did the staff provide safe care by checking two identifiers before performing procedures or giving medications to <TS003>? Identifiers could include confirming information on the armband or asking <TS002> name and/or date of birth.",1
"414","Y6DA","Did the staff provide safe care by checking two identifiers before performing procedures or giving medications to <TS003>? Identifiers could include confirming information on the armband or asking <TS002> name and/or date of birth?",1
"415","Y6DW","Did the staff wash their hands or use a hand sanitizer before any contact with <TS003>?",1
"416","Y7HC","<TS010> transported to <TS002> hospital of choice?",1
"417","Y7TA","Did staff respond to <TS002> stroke in a timely manner?",1
"418","Y7TB","Did staff provide <TS003> education on signs and symptoms of a stroke?",1
"419","Y7TC","Did the staff educate <TS003> to call 911 if <TS104> had any symptoms of a stroke?",1
"420","Y8AB","During this hospital stay/visit, did <TS003> get information in writing about what symptoms or health problems to look out for after <TS003> left the hospital?",1
"421","Y8AB","During this visit, did <TS003> get information in writing about what symptoms or health problems to look out for after <TS003> left the facility?",1
"422","Y8AC1","Did you receive a call from the Emergency Department to see how your child was doing?",1
"423","Y8AP","Did <TS003> receive a follow up phone call from the staff?",1
"424","Y8APS","Did <TS003> receive a follow up phone call from the staff?",3
"425","Y8PF","During this visit, the nurses and other staff talked with me and my family when deciding what my healthcare needs would be after leaving the facility?",1
"426","YE5D2","During this emergency room visit did <TS003> get care within 30 minutes of getting to the emergency room?",118
"427","YE5D2","During this emergency room visit did <TS020> get care within 30 minutes of getting to the emergency room?",16
"428","YE8PC","Before you left the emergency room, did <TS020> understand what <TS102> main health problem was?",1
"429","YE8PC","Before you left the emergency room, did you understand what your main health problem was?",1
