"","Var1","Freq"
"419","Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes? ?",1
"420","Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, Definitely yes?",1
"421","Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?",3
"422","Would you recommend this emergency department to your friends and family? Would you say definitely no, probably no, probably yes, or definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?",1
"423","Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?",30
"424","Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?",19
"425","Would you recommend this emergency room to your friends and family? Would you say definitely no, probably no, probably yes or definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?",1
"426","Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?",131
"427","Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?",1
"428","Would you recommend this emergency roomto your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?",1
