SurveyTypeID,SurveyTypeDesc,,SurveyID,NumCyclesQ3,QID,TrendQID,NatlDbQID,QAlphaID,Qdesc,SurvInstrumentCategory,RptCategory
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2616,0,15772,15772,15937,Y11C,"Before you left the facility, were you given as much information as you wanted about what you could do to manage your condition?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2616,0,15773,15773,15938,Y11D,"During your stay, were you given information about your rights as a patient?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2616,0,15774,15774,14535,Y11M,"During your stay, did you feel you could refuse a specific type of medicine or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2616,0,15777,15777,14539,Y11R,"During your stay, was the care you received responsive to those needs?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2616,0,24909,24909,15939,Y4BN,"During your stay, as far as you know, did anyone you went to for counseling or treatment share information with others that should have been kept private?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2616,0,15778,5886,5886,H17,Would you recommend this facility to your friends and family?,Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2616,0,15785,5885,5885,H30,"Using any number from 0 to 10, where 0 is the worst counseling or treatment possible and 10 is the best counseling or treatment possible, what number would you use to rate all your counseling or treatment?",Overall Rating,Overall Rating
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,11489,11489,11489,H3BC,How often did you feel the doctors really cared about you as a person?,Doctors,Doctors
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,11490,11490,11490,H3A,How satisfied were you with the amount of time the doctors spent with you?,Doctors,Doctors
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,11498,11498,11498,H3,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated you?",Doctors,Doctors
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,24726,24726,23299,H4AFD,"During this emergency room visit, how often did the doctor do everything they could to help you with your pain?",During Your Emergency Room Visit,During Your Emergency Room Visit
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,24725,24725,5876,H4AE,"During this emergency room visit, how often was your pain well controlled?",Experiences in ER,Experiences in ER
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,11492,11492,11492,H8A,How satisfied were you with how clearly and completely you were told what to do and what to expect after returning home?,General ED Experience,General ED Experience
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,24805,24805,11491,H5B,How satisfied were you with the total amount of time spent in the emergency room from arrival to discharge?,General ED Experience,General ED Experience
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,24806,24806,262,H7X,How satisfied were you with how much you were helped by this emergency room visit?,General ED Experience,General ED Experience
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,23142,23142,5886,H17,Would you recommend this emergency room to your friends and family?,Overall Experience,Overall Experience
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,17741,17741,5885,H30,"Using any number from 0 to 10, where 0 is the worst emergency room possible and 10 is the best emergency room possible, what number would you use to rate this emergency room?",Overall Rating,Overall Rating
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,11474,11474,5877,H4AF,How often did the patient care staff do everything they could to help you with your pain?,Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,11477,11477,11477,H5C,How often did the patient care staff do a good job of keeping you informed about delays in care or treatment?,Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,11478,11478,11478,H2,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the patient care staff who treated you?",Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,11484,11484,11484,H2M,How often did the patient care staff show the proper sense of urgency in treating your medical problem?,Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,11485,11485,11485,H4K,How often did you feel that the care and services received during the visit were well coordinated?,Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,11487,11487,5879,H4AM,"Before giving any new medicine, how often did patient care staff explain what the medicine was for?",Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,24804,11488,11488,H2W,How often did you feel comfortable asking the patient care staff questions about your care and treatment in the emergency room?,Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,23640,5869,5869,H3O,"During this emergency room visit, how often did doctors listen carefully to you?",People Who Took Care Of You,People Who Took Care Of You
18,Patient Insights - ED,ED-CAHPS Transition Survey,2677,2,23641,5870,5870,H3J,"During this emergency room visit, how often did doctors explain things in a way you could understand?",People Who Took Care Of You,People Who Took Care Of You
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25541,25541,25541,H7HB1,Did your doctor or anyone from the facility explain the process of giving anesthesia in a way that was easy to understand?,Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25542,25542,25542,Y7HB,Did your doctor or anyone from the facility explain the possible side effects of the anesthesia in a way that was easy to understand?,Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25543,25543,25550,Y8AG,"Before you left the facility, did you receive written discharge instructions?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25544,25544,25544,Y4AO,Did your doctor or anyone from the facility give you information about what to do if you had pain as a result of your procedure?,Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25545,25545,25552,Y8AV,"Before you left, did your doctor or anyone from the facility give you information about what to do if you had nausea or vomiting?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25546,25546,25546,Y8AW,"Before you left, did your doctor or anyone from the facility give you information about what to do if you had bleeding as a result of your procedure?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25547,25547,25554,Y8AX,"Before you left, did your doctor or anyone from the facility give you information about what to do if you had possible signs of infection?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25556,25005,25556,,"At any time after leaving the facility, did you have nausea or vomiting as a result of either your procedure or the anesthesia?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25557,25008,25557,,"At any time after leaving the facility, did you have bleeding as a result of your procedure?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25558,25011,25558,,"At any time after leaving the facility, did you have any signs of infection?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,24984,24984,24984,H4AS2,Did your doctor or anyone from the facility give you all the information you needed about your procedure?,Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,24985,24985,24985,H4AS3,Did your doctor or anyone from the facility give you easy to understand instructions about getting ready for your procedure?,Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,24987,24987,24987,H1HT,"When you arrived at this facility on the day of your procedure, did the check-in process run smoothly?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,24988,24988,24988,H6AA2,Was the facility clean?,Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,24989,24989,19526,H9HA,Were the clerks and receptionists at the facility as helpful as you thought they should be?,Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,24990,24990,19527,H9CA,Did the clerks and receptionists at the facility treat you with courtesy and respect?,Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,24991,24991,24991,H4C,"Did the doctors, nurses and other staff treat you with courtesy and respect?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,24993,24993,24993,H4M1,"Did the doctors, nurses and other staff make sure you were as comfortable as possible?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,24994,24994,24994,H4J,"Did the doctors, nurses, and other staff explain things about your procedure in a way that was easy for you to understand?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25001,25001,25001,H4TD2,Did your doctor or anyone from the facility prepare you for what to expect during your recovery?,Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25003,25003,25003,Y4AP,"At any time after leaving the facility, did you have pain as a result of your procedure?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25012,25012,5885,H30,"Using any number from 0 to 10, where 0 is the worst facility possible and 10 is the best facility possible, what number would you use to rate this facility?",Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2710,1,25013,25013,5886,H17,Would you recommend this facility to your friends and family?,Survey Items,Survey Items
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,21545,11498,11498,H3,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated you?",CARE FROM DOCTORS,Care From Doctors
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,16399,11475,11475,H4WW,How often was the patient care staff able to calm your fears?,CARE FROM STAFF,CARE FROM STAFF
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,16400,11478,11478,H2,"Using any number from 0 to 10, what number would you use to rate the care received from all the patient care staff who treated you?",CARE FROM STAFF,CARE FROM STAFF
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,16104,16104,5863,H2C,How often did the patient care staff treat you with courtesy and respect?,CARE FROM STAFF,CARE FROM STAFF
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,16105,16105,5864,H2O,How often did the patient care staff listen carefully to you?,CARE FROM STAFF,CARE FROM STAFF
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,16106,16106,5865,H2J,How often did the patient care staff explain things in a way you could understand?,CARE FROM STAFF,CARE FROM STAFF
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,21769,11487,5879,H4AM,"Before giving you any new medicine, how often did the patient care staff tell you what the medicine was for?",CARE FROM STAFF,CARE FROM STAFF
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,21770,11474,5877,H4AF,How often did the patient care staff do everything they could to help you with your pain?,CARE FROM STAFF,CARE FROM STAFF
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,21771,11476,11476,H4AA,How often did the patient care staff do a good job of informing your designated family member or friend about your care and treatment?,CARE FROM STAFF,CARE FROM STAFF
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,21543,21543,262,H7X,How satisfied were you with how much you were helped by this visit?,DISCHARGE/OUTCOME,DISCHARGE/OUTCOME
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,21544,21544,11492,H8A,How satisfied were you with how clearly and completely you were told what to do and what to expect after returning home?,DISCHARGE/OUTCOME,DISCHARGE/OUTCOME
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,16109,513,15716,H6F,"During this visit, how satisfied were you with how easy it was to find your way around the facility?",FACILITY,FACILITY
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,16401,14139,14139,H6AA,How satisfied were you with the cleanliness of the facility?,FACILITY,FACILITY
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,11481,11481,5885,H30,"Using any number from 0 to 10, where 0 is the worst outpatient facility possible and 10 is the best outpatient facility possible, what number would you use to rate this outpatient facility?",Overall Rating,Overall Rating
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,11482,11482,5886,H17,Would you recommend this outpatient facility to your friends and family?,Overall Rating,Overall Rating
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,16397,11618,11618,H1D,How satisfied were you with the ability to schedule the visit on a convenient day and time?,SCHEDULING/REGISTRATION,SCHEDULING/REGISTRATION
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,16398,14138,14138,H1B,How satisfied were you with the registration process?,SCHEDULING/REGISTRATION,SCHEDULING/REGISTRATION
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,21768,21768,11477,H5C,How often did the patient care staff do a good job of keeping you informed about delays in care or treatment?,WAIT TIME,WAIT TIME
79,Patient Insights - OP/SDS,Outpatient Surgery / ASC,2747,1,16108,16108,16108,H5D,How satisfied were you with the total amount of time you spent waiting at the facility?,WAIT TIME,WAIT TIME
17,Patient Insights - OP,Outpatient,2748,1,16399,11475,11475,H4WW,How often was the patient care staff able to calm your fears?,CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,2748,1,16400,11478,11478,H2,"Using any number from 0 to 10, what number would you use to rate the care received from all the patient care staff who treated you?",CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,2748,1,16104,16104,5863,H2C,How often did the patient care staff treat you with courtesy and respect?,CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,2748,1,16105,16105,5864,H2O,How often did the patient care staff listen carefully to you?,CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,2748,1,16106,16106,5865,H2J,How often did the patient care staff explain things in a way you could understand?,CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,2748,1,16107,11477,11477,H5C,How often did the patient care staff do a good job in keeping you informed about delays in care or treatment?,CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,2748,1,16109,513,15716,H6F,"During this visit, how satisfied were you with how easy it was to find your way around the facility?",FACILITY,FACILITY
17,Patient Insights - OP,Outpatient,2748,1,16401,14139,14139,H6AA,How satisfied were you with the cleanliness of the facility?,FACILITY,FACILITY
17,Patient Insights - OP,Outpatient,2748,1,11481,11481,5885,H30,"Using any number from 0 to 10, where 0 is the worst outpatient facility possible and 10 is the best outpatient facility possible, what number would you use to rate this outpatient facility?",Overall Rating,Overall Rating
17,Patient Insights - OP,Outpatient,2748,1,11482,11482,5886,H17,Would you recommend this outpatient facility to your friends and family?,Overall Rating,Overall Rating
17,Patient Insights - OP,Outpatient,2748,1,16402,13249,13249,H2ZB,How satisfied were you with your progress towards your goals?,REHAB,REHAB
17,Patient Insights - OP,Outpatient,2748,1,16110,16110,16627,H2Z,How often did the patient care staff do a good job of involving you in the treatment plan and goal setting?,REHAB,REHAB
17,Patient Insights - OP,Outpatient,2748,1,16111,543,262,H7X,How satisfied were you with how much you were helped by this visit?,SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,2748,1,16403,11474,5877,H4AF,How often did the patient care staff do everything they could to help you with your pain?,SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,2748,1,16404,11487,5879,H4AM,"Before giving you any new medicine, how often did the patient care staff explain what the medicine was for?",SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,2748,1,16405,11476,11476,H4AA,How often did the staff do a good job of informing your designated family member or friend about your care and treatment?,SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,2748,1,16406,260,11492,H8A,How satisfied were you with how clearly and completely you were told what to do and what to expect after returning home?,SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,2748,1,16407,11498,11498,H3,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated you?",SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,2748,1,16397,11618,11618,H1D,How satisfied were you with the ability to schedule the visit on a convenient day and time?,SCHEDULING/REGISTRATION,SCHEDULING/REGISTRATION
17,Patient Insights - OP,Outpatient,2748,1,16398,14138,14138,H1B,How satisfied were you with the registration process?,SCHEDULING/REGISTRATION,SCHEDULING/REGISTRATION
17,Patient Insights - OP,Outpatient,2748,1,16108,16108,16108,H5D,How satisfied were you with the total amount of time you spent waiting at the facility?,WAIT TIME,WAIT TIME
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19300,14091,14091,H4FC,"In the last 12 months, when this provider ordered a blood test, x-ray or other test for you, how often did someone from this provider's office follow-up to give you those results?",Follow-up on Test Results,Follow-Up On Test Results
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,25132,14080,14080,H1DA,"In the last 12 months, when you contacted this provider's office to get an appointment for care you needed right away, how often did you get an appointment as soon as you needed?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,25133,14082,14082,H9DA,"In the last 12 months, when you contacted this provider's office during regular office hours, how often did you get an answer to your medical question that same day?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,25137,14083,14083,H9DB,"In the last 12 months, when you contacted this provider's office after regular office hours, how often did you get an answer to your medical question as soon as you needed?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19286,14081,14081,H1DB,"In the last 12 months, when you made an appointment for a check-up or routine care with this provider, how often did you get an appointment as soon as you needed?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19291,14084,14084,H5DD,"In the last 12 months, how often did you see this provider within 15 minutes of your appointment time?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19302,14093,14093,H9H,"In the last 12 months, how often were clerks and receptionists at this provider's office as helpful as you thought they should be?","Helpful, Courteous, and Respectful Office Staff","Helpful, Courteous, And Respectful Office Staff"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19303,14094,14094,H9C,"In the last 12 months, how often did clerks and receptionists at this provider's office treat you with courtesy and respect?","Helpful, Courteous, and Respectful Office Staff","Helpful, Courteous, And Respectful Office Staff"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19292,14085,5870,H3J,"In the last 12 months, how often did this provider explain things in a way that was easy to understand?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19293,14086,5869,H3O,"In the last 12 months, how often did this provider listen carefully to you?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19295,14087,14087,H3FF,"In the last 12 months, how often did this provider give you easy to understand information about these health questions or concerns?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19296,14088,14088,H3D,"In the last 12 months, how often did this provider seem to know the important information about your medical history?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19297,14089,14089,H3CS,"In the last 12 months, how often did this provider show respect for what you had to say?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19298,14090,14090,H3AA,"In the last 12 months, how often did this provider spend enough time with you?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2756,1,19301,14092,5885,H30,"Using any number from 0 to 10, where 0 is the worst provider possible and 10 is the best provider possible, what number would you use to rate this provider?",Patients' Rating of the Provider,Patients' Rating of the Provider
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25240,25240,5864,H2O,"During your child's stay, how often did the staff listen carefully to your child?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25241,25241,5865,H2J,"During your child's stay, how often did the staff explain things in a way your child could understand?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25242,25242,25242,,"During your child's stay, how often did the staff show respect for what your child had to say?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25243,25243,25243,,"During your child's stay, how often did the staff spend enough time with your child?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25246,25246,15933,Y4AN,"During your child's stay, were you told what side effects of those medicines to watch for?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25247,25247,25247,,"During your child's stay, how often were you involved as much as you wanted in your child's counseling or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25249,25249,15934,Y4NC,"During your child's stay, did anyone talk to you about whether to include your family or friends in your child's counseling or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25250,25250,15935,Y11A,"Before your child left the facility, were you told about self-help or support groups, such as consumer-run groups or 12-step programs?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25251,25251,15936,Y11B,"Before your child left the facility, were you given information about different kinds of counseling or treatment that are available?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25252,25252,15937,Y11C,"Before your child left the facility, were you given as much information as you wanted about what you could do to manage your child's condition?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25253,25253,15938,Y11D,"During your child's stay, were you given information about your child's rights as a patient?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25254,25254,14535,Y11M,"During your child's stay, did you feel you could refuse a specific type of medicine or treatment for your child?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25258,25258,25258,,"During your child's stay, how much was he or she helped by the counseling or treatment he or she got?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25384,25384,25384,,Were you instructed on how to make a complaint for your child?,Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25391,25391,25391,,Were you satisfied with the food service for your child?,Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25392,25392,25392,,Were you satisfied with the food selection for your child?,Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25393,25393,25393,,Were you satisfied with the psychiatrists who treated your child?,Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25394,25394,25394,,Were you satisfied with the nursing staff who treated your child?,Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25395,25395,25395,,Were you satisfied with the therapists/counselors/clinician who treated your child?,Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25396,25396,25396,,Did you have an understanding of your child's overall care needs?,Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25397,25397,25397,,"During your child's stay, how often did doctors explain things in a way your child could understand?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25398,25398,25398,,"During your child's stay, how often did doctors treat your child with courtesy and respect?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25399,25399,25399,,"During your child's stay, how often were your child's room and bathroom kept clean?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25437,25437,25437,,"During your child's stay, was the care your child received responsive to those needs?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,15778,5886,5886,H17,Would you recommend this facility to your friends and family?,Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,2798,2,25239,5885,5885,H30,"Using any number from 0 to 10, where 0 is the worst counseling or treatment possible and 10 is the best counseling or treatment possible, what number would you use to rate all of your child's counseling or treatment?",Overall Rating,Overall Rating
17,Patient Insights - OP,Outpatient,1521,0,11480,11480,11498,H3,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated you?",Doctors,Doctors
17,Patient Insights - OP,Outpatient,1521,0,11482,11482,5886,H17,Would you recommend this outpatient facility to your friends and family?,Overall Rating,Overall Rating
17,Patient Insights - OP,Outpatient,1521,0,11481,11481,5885,H30,"Using any number from 0 to 10, where 0 is the worst outpatient facility possible and 10 is the best outpatient facility possible, what number would you use to rate this outpatient facility?",Overall Rating,Overall Rating
17,Patient Insights - OP,Outpatient,1521,0,11470,11470,11470,H4D,"How often did the nurses, doctors and other staff do a good job of working together as a team?",Patient Care Staff,Patient Care Staff
17,Patient Insights - OP,Outpatient,1521,0,11477,11477,11477,H5C,How often did the patient care staff do a good job of keeping you informed about delays in care or treatment?,Patient Care Staff,Patient Care Staff
17,Patient Insights - OP,Outpatient,1521,0,11478,11478,11478,H2,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the patient care staff who treated you?",Patient Care Staff,Patient Care Staff
17,Patient Insights - OP,Outpatient,1521,0,11474,11474,5877,H4AF,How often did the patient care staff do everything they could to help you with your pain?,Patient Care Staff,Patient Care Staff
17,Patient Insights - OP,Outpatient,1521,0,11472,11487,5879,H4AM,"Before giving you any new medicine, how often did the patient care staff explain what the medicine was for?",Patient Care Staff,Patient Care Staff
17,Patient Insights - OP,Outpatient,1521,0,11476,11476,11476,H4AA,How often did the staff do a good job of informing your designated family member or friend about your care and treatment?,Patient Care Staff,Patient Care Staff
17,Patient Insights - OP,Outpatient,1521,0,11475,11475,11475,H4WW,How often was the patient care staff able to calm your fears?,Patient Care Staff,Patient Care Staff
17,Patient Insights - OP,Outpatient,1521,0,11618,11618,11618,H1D,How satisfied were you with the ability to schedule the visit on a convenient day and time?,Scheduling,Scheduling
17,Patient Insights - OP,Outpatient,1715,1,16400,11478,11478,H2,"Using any number from 0 to 10, what number would you use to rate the care received from all the patient care staff who treated you?",CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,1715,1,16106,16106,5865,H2J,How often did the patient care staff explain things in a way you could understand?,CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,1715,1,16399,11475,11475,H4WW,How often was the patient care staff able to calm your fears?,CARE FROM STAFF,CARE FROM STAFF
