,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES,NOTES
983,2558_18,ED-Transition,Survey Items,,,he3at,,
984,2558_18,ED-Transition,Survey Items,,,h30,,
985,2558_18,ED-Transition,Survey Items,,,h2o,,
986,2558_18,ED-Transition,Survey Items,,,h2j,,
987,2558_18,ED-Transition,Survey Items,,,h3c,,
988,2558_18,ED-Transition,Survey Items,,,h2c,,
989,2558_18,ED-Transition,Survey Items,,,h17,,
990,2558_18,ED-Transition,Survey Items,,,he1c,,
991,2558_18,ED-Transition,Survey Items,,,ye5d2,,
992,2558_18,ED-Transition,Survey Items,,,heam1,,
993,2558_18,ED-Transition,Survey Items,,,he4af,,
994,2558_18,ED-Transition,Survey Items,,,h3o,,
995,2558_18,ED-Transition,Survey Items,,,h3j,,
996,2558_18,ED-Transition,Survey Items,,,he11t,,
997,2558_18,ED-Transition,Survey Items,,,he3z,,
998,2558_18,ED-Transition,Survey Items,,,he2at,,
999,2558_18,ED-Transition,Survey Items,,,he3at,,
1000,2558_18,ED-Transition,Survey Items,,,h30,,
1001,2558_18,ED-Transition,Survey Items,,,h2o,,
1002,2558_18,ED-Transition,Survey Items,,,h2j,,
1003,2558_18,ED-Transition,Survey Items,,,h3c,,
1004,2558_18,ED-Transition,Survey Items,,,h2c,,
1005,2558_18,ED-Transition,Survey Items,,,h17,,
1006,2768_18,ED,Patient Care Staff,,,h4tc,,
1007,2768_18,ED,Doctors,,h3bc,,,Single client - Add to White List
1008,2768_18,ED,Doctors,,h3,,,Single client - Add to White List
1009,2768_18,ED,Doctors,,,h2cd,,
1010,2768_18,ED,Doctors,,,h32,,
1011,2343_18,ED,Registration,,,h1ba,,
1012,2343_18,ED,Registration,,,h1ef,,
1013,2353_18,ED,Patient Care Staff,,h4k,,,Single client - Add to White List
1014,2353_18,ED,Patient Care Staff,,,h4nn,,
1015,2353_18,ED,SCHEDULING/REGISTRATION,,,h10j,,
1016,2353_18,ED,SCHEDULING/REGISTRATION,,,h1h,,
1017,2353_18,ED,SCHEDULING/REGISTRATION,,,h1o,,
1018,2353_18,ED,CARE FROM STAFF,,,h2a,,
1019,2353_18,ED,CARE FROM STAFF,,,h4b,,
1020,2353_18,ED,CARE FROM STAFF,,,h4aa,,
1021,2353_18,ED,FACILITY,,,h6aa,,
1022,2353_18,ED,FACILITY,,,h6g,,
1023,2289_18,ED,Patient Care Staff,,h2,,,Single client - Add to White List
1024,2289_18,ED,Nurses,,,h2bc,,
1025,2289_18,ED,Counseling and Treatment,,,h2j,,
1026,2289_18,ED,Doctors,,h3,,,Single client - Add to White List
1027,2289_18,ED,Doctors,,,h3j,,
1028,2566_18,ED-Transition,Survey Items,,,he1c,,
1029,2566_18,ED-Transition,Survey Items,,,ye5d2,,
1030,2566_18,ED-Transition,Survey Items,,,heam1,,
1031,2566_18,ED-Transition,Survey Items,,,he4af,,
1032,2566_18,ED-Transition,Survey Items,,,h17,,
1033,2566_18,ED-Transition,Survey Items,,,he11t,,
1034,2566_18,ED-Transition,Survey Items,,,he3z,,
1035,2566_18,ED-Transition,Survey Items,,,he2at,,
1036,2566_18,ED-Transition,Survey Items,,,he3at,,
1037,2566_18,ED-Transition,Survey Items,,,h30,,
1038,2566_18,ED-Transition,During Your Emergency Room Visit,,,he5d1,,
1039,2566_18,ED-Transition,During Your Emergency Room Visit,,,he71a,,
1040,2566_18,ED-Transition,During Your Emergency Room Visit,,,se4am,,
1041,2566_18,ED-Transition,During Your Emergency Room Visit,,,he4an,,
1042,2566_18,ED-Transition,During Your Emergency Room Visit,,,he12,,
1043,2566_18,ED-Transition,During Your Emergency Room Visit,,,ye7ef,,
1044,2566_18,ED-Transition,Suvey Items,,,h4f,,
1045,2566_18,ED-Transition,Suvey Items,,,ye8pc,,
1046,2566_18,ED-Transition,People Who Took Care Of You,,,h2c,,
1047,2566_18,ED-Transition,People Who Took Care Of You,,,h2o,,
1048,2566_18,ED-Transition,People Who Took Care Of You,,,h2j,,
1049,2566_18,ED-Transition,People Who Took Care Of You,,,h3c,,
1050,2566_18,ED-Transition,People Who Took Care Of You,,,h3j,,
1051,2566_18,ED-Transition,Leaving The Emergency Room,,,ye8ps,,
1052,2566_18,ED-Transition,Leaving The Emergency Room,,,heam2,,
1053,2566_18,ED-Transition,Leaving The Emergency Room,,,ye8a1,,
1054,2677_18,ED,,Likelihood to Recommend,,,,
1055,2677_18,ED,Survey Items,,,h3o,,
1056,2677_18,ED,Survey Items,,,h3j,,
1057,2677_18,ED,Survey Items,,,h17,,
1058,2677_18,ED,Experiences in ER,,,h4ae,,
1059,2677_18,ED,During Your Emergency Room Visit,,,h4afd,,
1060,2558_69,ED-Transition,Survey Items,,,h17,,
1061,2558_69,ED-Transition,Survey Items,,,h2c,,
1062,2558_69,ED-Transition,Survey Items,,,h3c,,
1063,2558_69,ED-Transition,Survey Items,,,h2j,,
1064,2558_69,ED-Transition,Survey Items,,,h2o,,
1065,2558_69,ED-Transition,Survey Items,,,h30,,
1066,2558_69,ED-Transition,Survey Items,,,he3at,,
1067,2558_69,ED-Transition,Survey Items,,,he2at,,
1068,2558_69,ED-Transition,Survey Items,,,he3z,,
1069,2558_69,ED-Transition,Survey Items,,,he11t,,
1070,2558_69,ED-Transition,Survey Items,,,h3j,,
1071,2558_69,ED-Transition,Survey Items,,,h3o,,
1072,2558_69,ED-Transition,Survey Items,,,he4af,,
1073,2558_69,ED-Transition,Survey Items,,,heam1,,
1074,2558_69,ED-Transition,Survey Items,,,ye5d2,,
1075,2558_69,ED-Transition,Survey Items,,,he1c,,
1076,2558_69,ED-Transition,Survey Items,,,h17,,
1077,2558_69,ED-Transition,Survey Items,,,h2c,,
1078,2558_69,ED-Transition,Survey Items,,,h3c,,
1079,2558_69,ED-Transition,Survey Items,,,h2j,,
1080,2558_69,ED-Transition,Survey Items,,,h2o,,
1081,2558_69,ED-Transition,Survey Items,,,h30,,
1082,2558_69,ED-Transition,Survey Items,,,he3at,,
1083,2558_69,ED-Transition,Survey Items,,,he2at,,
1084,2558_69,ED-Transition,Survey Items,,,he3z,,
1085,2558_69,ED-Transition,Survey Items,,,he11t,,
1086,2558_69,ED-Transition,Survey Items,,,h3j,,
1087,2558_69,ED-Transition,Survey Items,,,h3o,,
1088,2558_69,ED-Transition,Survey Items,,,he4af,,
1089,2558_69,ED-Transition,Survey Items,,,heam1,,
1090,2558_69,ED-Transition,Survey Items,,,ye5d2,,
1091,2558_69,ED-Transition,Survey Items,,,he1c,,
1092,1628_82,HH-CAHPS,Communication Between Providers And Patients,,h10a,,,Extract Issue - OK
1093,1863_82,HH-CAHPS,Communication Between Providers And Patients,,h10a,,,Single client - Add to White List
1094,1629_88,HH-CAHPS,Communication Between Providers And Patients,,h10a,,,Extract Issue - OK
1095,2639_70,Hospice,,Providing Emotional Support,,,,
1096,2639_70,Hospice,,Providing Support for Religious and Spiritual Beliefs,,,,
1097,2639_70,Hospice,,Overall Rating,,,,
1098,2639_70,Hospice,,Willingness to Recommend,,,,
1099,2639_70,Hospice,Hospice Team Communication,,h2o,,,Issue
1100,2639_70,Hospice,Hospice (Other Questions),,h4mh1,,,Issue
1101,2639_70,Hospice,Hospice (Other Questions),,h4mh2,,,Issue
1102,2501_70,Hospice,,Hospice Team Communication,,,,
1103,2501_70,Hospice,,Getting Timely Care,,,,
1104,2501_70,Hospice,,Treating Family Member with Respect,,,,
1105,2501_70,Hospice,,Providing Emotional Support,,,,
1106,2501_70,Hospice,,Getting Help for Symptoms,,,,
1107,2501_70,Hospice,,Information Continuity,,,,
1108,2501_70,Hospice,,Understanding the Side Effects of Pain Medication,,,,
1109,2501_70,Hospice,,Getting Hospice Care Training,,,,
1110,2501_70,Hospice,,Providing Support for Religious and Spiritual Beliefs,,,,
1111,2501_70,Hospice,,Hospice (Other Questions),,,,
1112,2501_70,Hospice,,Willingness to Recommend,,,,
1113,2501_70,Hospice,Hospice Staff,,,h2c,,
1114,2501_70,Hospice,Hospice Staff,,,h2j,,
1115,2501_70,Hospice,Hospice Staff,,,h2bd,,
1116,2501_70,Hospice,Hospice Staff,,,h4af,,
1117,2501_70,Hospice,Hospice Staff,,,h4zz,,
1118,2501_70,Hospice,Hospice Staff,,,h2k,,
1119,2501_70,Hospice,Hospice Staff,,,h4d,,
1120,2501_70,Hospice,Hospice Staff,,,h4s,,
1121,2501_70,Hospice,Hospice Staff,,,h4e,,
1122,2501_70,Hospice,Hospice Staff,,,h4g,,
1123,2501_70,Hospice,Overall Rating,,,h17,,
1124,2799_70,Hospice,,Getting Timely Care,,,,
1125,2799_70,Hospice,,Treating Family Member with Respect,,,,
1126,2799_70,Hospice,,Getting Help for Symptoms,,,,
1127,2799_70,Hospice,,Information Continuity,,,,
1128,2799_70,Hospice,,Understanding the Side Effects of Pain Medication,,,,
1129,2799_70,Hospice,,Getting Hospice Care Training,,,,
1130,2799_70,Hospice,,Providing Support for Religious and Spiritual Beliefs,,,,
1131,2799_70,Hospice,Hospice (Other Questions),,h2zz5,,,Single client - Add to White List
1132,2799_70,Hospice,Hospice (Other Questions),,h7hhs,,,Single client - Add to White List
1133,2799_70,Hospice,Hospice Team Communication,,h2oh,,,Single client - Add to White List
1134,2799_70,Hospice,Hospice Team Communication,,h2j,,,Single client - Add to White List
1135,2799_70,Hospice,Hospice Team Communication,,h4aah,,,Single client - Add to White List
1136,2799_70,Hospice,Hospice Team Communication,,h4yh,,,Single client - Add to White List
1137,2053_126,ICH-CAHPS,,Global Ratings,,,,
1138,2053_126,ICH-CAHPS,Nephrologists' Overall Rating,,,h3,,
1139,2053_126,ICH-CAHPS,Dialysis Center Staff Overall Rating,,,h2ds,,
1140,2053_126,ICH-CAHPS,Overall Center Rating,,,h30,,
1141,2438_16,HCAHPS,,Communication with Nurses,,,,
1142,2438_16,HCAHPS,,Communication with Doctors,,,,
1143,2438_16,HCAHPS,,Responsiveness of Hospital Staff,,,,
1144,2438_16,HCAHPS,,Pain Management,,,,
1145,2438_16,HCAHPS,,Communication about Medicines,,,,
1146,2438_16,HCAHPS,,Discharge Information,,,,
1147,2438_16,HCAHPS,,Overall Rating of Hospital,,,,
1148,2438_16,HCAHPS,,Willingness to Recommend the Hospital,,,,
1149,2438_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,,H6A,Single client - Add to White List
1150,2438_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,,H6O,Single client - Add to White List
1151,2438_16,HCAHPS,Cleanliness of the Hospital Environment,,,,H6A,Single client - Add to White List
1152,2438_16,HCAHPS,Quietness of the Hospital Environment,,,,H6O,Single client - Add to White List
1153,2438_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2c,,
1154,2438_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2o,,
1155,2438_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2j,,
1156,2438_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3c,,
1157,2438_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3o,,
1158,2438_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3j,,
1159,2438_16,HCAHPS,Responsiveness of Hospital Staff (HCAHPS),,,h4ap,,
1160,2438_16,HCAHPS,Responsiveness of Hospital Staff (HCAHPS),,,h2aa,,
1161,2438_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,h6a,,Single client - Add to White List
1162,2438_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,h6o,,Single client - Add to White List
1163,2438_16,HCAHPS,Pain Management (HCAHPS),,,h4ae,,
1164,2438_16,HCAHPS,Pain Management (HCAHPS),,,h4af,,
1165,2438_16,HCAHPS,Communication about Medicines (HCAHPS),,,h4am,,
1166,2438_16,HCAHPS,Communication about Medicines (HCAHPS),,,h4an,,
1167,2438_16,HCAHPS,Discharge Information (HCAHPS),,,y8aa,,
1168,2438_16,HCAHPS,Discharge Information (HCAHPS),,,y8ab,,
1169,2438_16,HCAHPS,Overall Rating of Hospital (HCAHPS),,,h30,,
1170,2438_16,HCAHPS,Willingness to Recommend the Hospital (HCAHPS),,,h17,,
1171,2438_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h6dc,,
1172,2438_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,d5ed,,
1173,2438_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7ls,,
1174,2438_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7a,,
1175,2438_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7c,,
1176,2438_16,HCAHPS,Frequency of Hourly Rounding,,,h2af,,
1177,2438_16,HCAHPS,Satisfaction with Hourly Rounding,,,h2af2,,
1178,2438_16,HCAHPS,Care From Nurses,,,h2ed,,
1179,2438_16,HCAHPS,Care From Doctors,,,h3ed,,
1180,2438_16,HCAHPS,Overall ED Rating,,,h30e,,
1181,2438_16,HCAHPS,Would Recommend ED,,,h17e,,
1182,2438_16,HCAHPS,Facts About Your Stay,,,sc10,,
1183,2438_16,HCAHPS,Facts About Your Stay,,,sc12,,
1184,2438_16,HCAHPS,Facts About Your Stay,,,sc15,,
1185,2438_16,HCAHPS,Facts About Your Stay,,,y2r,,
1186,2438_16,HCAHPS,Facts About Your Stay (Clean Hands),,,y6dw,,
1187,2438_16,HCAHPS,Your Satisfaction with This Hospital Stay (Discharge),,,y8ap,,
1188,2285_16,HCAHPS,Satisfaction Items,,,h1ab,,
1189,2285_16,HCAHPS,Satisfaction Items,,,h4va,,
1190,2285_16,HCAHPS,Satisfaction Items,,,h4ds,,
1191,2285_16,HCAHPS,Diet & Meals,,,h7ca,,
1192,2285_16,HCAHPS,Quality And Patient Safety,,,h6dw,,
1193,2285_16,HCAHPS,Quality And Patient Safety,,,h6da,,
1194,2886_16,HCAHPS,,Communication with Nurses,,,,
1195,2886_16,HCAHPS,,Communication with Doctors,,,,
1196,2886_16,HCAHPS,,Responsiveness of Hospital Staff,,,,
1197,2886_16,HCAHPS,,Pain Management,,,,
1198,2886_16,HCAHPS,,Communication about Medicines,,,,
1199,2886_16,HCAHPS,,Discharge Information,,,,
1200,2886_16,HCAHPS,,Overall Rating of Hospital,,,,
1201,2886_16,HCAHPS,,Willingness to Recommend the Hospital,,,,
1202,2886_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,,H6A,Single client - Add to White List
1203,2886_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,,H6O,Single client - Add to White List
1204,2886_16,HCAHPS,Cleanliness of the Hospital Environment,,,,H6A,Single client - Add to White List
1205,2886_16,HCAHPS,Quietness of the Hospital Environment,,,,H6O,Single client - Add to White List
1206,2886_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2c,,
1207,2886_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2o,,
1208,2886_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2j,,
1209,2886_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3c,,
1210,2886_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3o,,
1211,2886_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3j,,
1212,2886_16,HCAHPS,Responsiveness of Hospital Staff (HCAHPS),,,h4ap,,
1213,2886_16,HCAHPS,Responsiveness of Hospital Staff (HCAHPS),,,h2aa,,
1214,2886_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,h6a,,Single client - Add to White List
1215,2886_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,h6o,,Single client - Add to White List
1216,2886_16,HCAHPS,Pain Management (HCAHPS),,,h4ae,,
1217,2886_16,HCAHPS,Pain Management (HCAHPS),,,h4af,,
1218,2886_16,HCAHPS,Communication about Medicines (HCAHPS),,,h4am,,
1219,2886_16,HCAHPS,Communication about Medicines (HCAHPS),,,h4an,,
1220,2886_16,HCAHPS,Discharge Information (HCAHPS),,,y8aa,,
1221,2886_16,HCAHPS,Discharge Information (HCAHPS),,,y8ab,,
1222,2886_16,HCAHPS,Overall Rating of Hospital (HCAHPS),,,h30,,
1223,2886_16,HCAHPS,Willingness to Recommend the Hospital (HCAHPS),,,h17,,
1224,2886_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h6dc,,
1225,2886_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,d5ed,,
1226,2886_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7ls,,
1227,2886_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7a,,
1228,2886_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7c,,
1229,2886_16,HCAHPS,Frequency of Hourly Rounding,,,h2af,,
1230,2886_16,HCAHPS,Satisfaction with Hourly Rounding,,,h2af2,,
1231,2886_16,HCAHPS,Care From Nurses,,,h2ed,,
1232,2886_16,HCAHPS,Care From Doctors,,,h3ed,,
1233,2886_16,HCAHPS,Overall ED Rating,,,h30e,,
1234,2886_16,HCAHPS,Would Recommend ED,,,h17e,,
1235,2886_16,HCAHPS,Facts About Your Stay,,,sc10,,
1236,2886_16,HCAHPS,Facts About Your Stay,,,sc12,,
1237,2886_16,HCAHPS,Facts About Your Stay,,,sc15,,
1238,2886_16,HCAHPS,Facts About Your Stay,,,y2r,,
1239,2886_16,HCAHPS,Facts About Your Stay (Clean Hands),,,y6dw,,
1240,2886_16,HCAHPS,Your Satisfaction with This Hospital Stay (Discharge),,,y8ap,,
1241,2228_16,HCAHPS,Additional Items,,,h17et,,
1242,2802_74,Inpatient Behavioral,Counseling and Treatment,,h6db,,,Single client - Add to White List
1243,2802_74,Inpatient Behavioral,Counseling and Treatment,,y4bn,,,Single client - Add to White List
1244,2802_74,Inpatient Behavioral,Counseling and Treatment,,,h3c,,
1245,2802_74,Inpatient Behavioral,Counseling and Treatment,,,h6a,,
1246,2802_74,Inpatient Behavioral,Counseling and Treatment,,,h3j,,
1247,1992_74,Inpatient Behavioral,Counseling and Treatment,,,sc4an,,
1248,1992_74,Inpatient Behavioral,Counseling and Treatment,,,sc11r,,
1249,1992_74,Inpatient Behavioral,Additional Items,,,h4f,,
1250,1992_74,Inpatient Behavioral,Additional Items,,,h3j,,
1251,1992_74,Inpatient Behavioral,Additional Items,,,h2bb,,
1252,1993_74,Inpatient Behavioral,,Willingness to Recommend,,,,
1253,1993_74,Inpatient Behavioral,Counseling and Treatment,,h2zt,,,Single client - Add to White List
1254,1993_74,Inpatient Behavioral,Counseling and Treatment,,y4nc,,,Single client - Add to White List
1255,1993_74,Inpatient Behavioral,Counseling and Treatment,,,sc4an,,
1256,1993_74,Inpatient Behavioral,Counseling and Treatment,,,sc11r,,
1257,1993_74,Inpatient Behavioral,Would Recommend,,,h17,,
1258,1993_74,Inpatient Behavioral,Additional Items,,,h4f,,
1259,1993_74,Inpatient Behavioral,Additional Items,,,h3j,,
1260,1993_74,Inpatient Behavioral,Additional Items,,,h2bb,,
1261,1997_74,Inpatient Behavioral,Counseling and Treatment,,h2zt,,,Single client - Add to White List
1262,1997_74,Inpatient Behavioral,Counseling and Treatment,,y4nc,,,Single client - Add to White List
1263,1997_74,Inpatient Behavioral,Counseling and Treatment,,,sc4an,,
1264,1997_74,Inpatient Behavioral,Counseling and Treatment,,,sc11r,,
1265,1997_74,Inpatient Behavioral,Additional Items,,,h4f,,
1266,1997_74,Inpatient Behavioral,Additional Items,,,h3j,,
1267,1997_74,Inpatient Behavioral,Additional Items,,,h2bb,,
1268,2390_74,Inpatient Behavioral,Counseling and Treatment,,,,H2O,Single client - Add to White List
1269,2390_74,Inpatient Behavioral,Additional Items,,,,H2O,Single client - Add to White List
1270,2390_74,Inpatient Behavioral,Additional Items,,,h2o,,Single client - Add to White List
1271,2390_74,Inpatient Behavioral,Additional Items,,,h3j,,
1272,2798_74,Inpatient Behavioral,Counseling and Treatment,,h6db,,,Single client - Add to White List
1273,2798_74,Inpatient Behavioral,Counseling and Treatment,,y4bn,,,Single client - Add to White List
1274,2798_74,Inpatient Behavioral,Counseling and Treatment,,,hc3j,,
1275,2798_74,Inpatient Behavioral,Counseling and Treatment,,,h3c,,
1276,2798_74,Inpatient Behavioral,Counseling and Treatment,,,h6a,,
1277,2838_74,Inpatient Behavioral,Counseling and Treatment,,h6db,,,Single client - Add to White List
1278,2838_74,Inpatient Behavioral,Counseling and Treatment,,y4bn,,,Single client - Add to White List
1279,2838_74,Inpatient Behavioral,Counseling and Treatment,,,h6a,,
1280,2889_74,Inpatient Behavioral,Additional Items,,,h2bb,,
1281,1559_72,IP Other,,Cleanliness of the Hospital Environment,,,,
1282,1559_72,IP Other,,Communication about Medicines,,,,
1283,1559_72,IP Other,,Communication with Doctors,,,,
1284,1559_72,IP Other,,Communication with Nurses,,,,
1285,1559_72,IP Other,,Discharge Information,,,,
1286,1559_72,IP Other,,Pain Management,,,,
1287,1559_72,IP Other,,Quietness of the Hospital Environment,,,,
1288,1559_72,IP Other,,Responsiveness of Hospital Staff,,,,
1289,1559_72,IP Other,,Transition of Care,,,,
1290,1559_72,IP Other,,Willingness to Recommend the Hospital,,,,
1291,1559_72,IP Other,Your Care,,,h7cf,,
1292,1559_72,IP Other,Your Care,,,h2j,,
1293,1559_72,IP Other,Your Care,,,h2o,,
1294,1559_72,IP Other,Your Care,,,h6o,,
1295,1559_72,IP Other,Your Care,,,h7df,,
1296,1559_72,IP Other,Your Care,,,h3c,,
1297,1559_72,IP Other,Your Care,,,h2c,,
1298,1559_72,IP Other,Your Care,,,h6a,,
1299,1559_72,IP Other,Your Care,,,h3j,,
1300,1559_72,IP Other,Your Care,,,h2aa,,
1301,1559_72,IP Other,Your Care,,,h3o,,
1302,1559_72,IP Other,Your Care,,,h12j,,
1303,1559_72,IP Other,Your Experiences in This Hospital,,,h4an,,
1304,1559_72,IP Other,Your Experiences in This Hospital,,,h4am,,
1305,1559_72,IP Other,Your Experiences in This Hospital,,,h4ap,,
1306,1559_72,IP Other,Your Experiences in This Hospital,,,h4ae,,
1307,1559_72,IP Other,Your Experiences in This Hospital,,,h4af,,
1308,1559_72,IP Other,When You Left the Hospital,,,y8ab,,
1309,1559_72,IP Other,When You Left the Hospital,,,y8aa,,
1310,1559_72,IP Other,Likelihood To Recommend,,,h17,,
1311,2842_76,HCAHPS,,Communication with Nurses,,,,
1312,2842_76,HCAHPS,,Communication with Doctors,,,,
1313,2842_76,HCAHPS,,Responsiveness of Hospital Staff,,,,
1314,2842_76,HCAHPS,,Cleanliness of the Hospital Environment,,,,
1315,2842_76,HCAHPS,,Quietness of the Hospital Environment,,,,
1316,2842_76,HCAHPS,,Pain Management,,,,
1317,2842_76,HCAHPS,,Communication about Medicines,,,,
1318,2842_76,HCAHPS,,Discharge Information,,,,
1319,2842_76,HCAHPS,,Transition of Care,,,,
1320,2842_76,HCAHPS,How Well Nurses Communicate With Your Child,,,hc2o,,
1321,2842_76,HCAHPS,How Well Nurses Communicate With Your Child,,,hc2j,,
1322,2842_76,HCAHPS,How Well Nurses Communicate With Your Child,,,h2wd,,
1323,2842_76,HCAHPS,How Well Doctors Communicate With Your Child,,,hc3o,,
1324,2842_76,HCAHPS,How Well Doctors Communicate With Your Child,,,hc3j,,
1325,2842_76,HCAHPS,How Well Doctors Communicate With Your Child,,,h3w,,
1326,2842_76,HCAHPS,Communication Between You and Your Child’s Nurses,,,h2o,,
1327,2842_76,HCAHPS,Communication Between You and Your Child’s Nurses,,,h2j,,
1328,2842_76,HCAHPS,Communication Between You and Your Child’s Nurses,,,h2c,,
1329,2842_76,HCAHPS,Communication Between You and Your Child’s Doctors,,,h3o,,
1330,2842_76,HCAHPS,Communication Between You and Your Child’s Doctors,,,h3j,,
1331,2842_76,HCAHPS,Communication Between You and Your Child’s Doctors,,,h3c,,
1332,2842_76,HCAHPS,Helping Your Child Feel Comfortable,,,h4ww1,,
1333,2842_76,HCAHPS,Keeping You Informed About Your Child’s Care,,,h3ah,,
1334,2842_76,HCAHPS,Keeping You Informed About Your Child’s Care,,,h3fc,,
1335,2842_76,HCAHPS,Responsiveness to the Call Button,,,h2aa,,
1336,2842_76,HCAHPS,Preventing Mistakes and Helping You Report Concerns,,,h6da2,,
1337,2842_76,HCAHPS,Paying Attention to Your Child’s Pain,,,h4af3,,
1338,2842_76,HCAHPS,Cleanliness of Hospital Room,,,h6a,,
1339,2842_76,HCAHPS,Quietness of Hospital Room,,,h6o,,
1340,2842_76,HCAHPS,Preparing You and Your Child to Leave the Hospital,,,h8pr1,,
1341,2842_76,HCAHPS,Preparing You and Your Child to Leave the Hospital,,,h8ps1,,
1342,2842_76,HCAHPS,Communication About Your Child’s Medicines,,,h4am4,,
1343,2842_76,HCAHPS,Communication About Your Child’s Medicines,,,h4an4,,
1344,1008_32,IP Rehab,,Willingness to Recommend to Hospital,,,,
1345,1008_32,IP Rehab,Willingness to Recommend the Hospital,,,h17,,
1346,2893_32,IP Rehab,,Willingness to Recommend to Hospital,,,,
1347,2893_32,IP Rehab,Overall Rating,,,h17,,
1348,2165_166,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
1349,2165_166,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
1350,2165_166,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
1351,2165_166,PCMH-Adult,Access To Care (PCMH),,d1de,,,
1352,2165_166,PCMH-Adult,Access To Care (PCMH),,d1de,,,
1353,2165_166,PCMH-Adult,Access To Care (PCMH),,d1de,,,
1354,2186_215,PCMH-Child,,Access To Care (PCMH),,,,
1355,2186_215,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,
1356,2186_215,PCMH-Child,,Information About Care and Appointments (PCMH),,,,
1357,2186_215,PCMH-Child,,Access To Care (PCMH),,,,
1358,2186_215,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,
1359,2186_215,PCMH-Child,,Information About Care and Appointments (PCMH),,,,
1360,2186_215,PCMH-Child,,Access To Care (PCMH),,,,
1361,2186_215,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,
1362,2186_215,PCMH-Child,,Information About Care and Appointments (PCMH),,,,
1363,2186_215,PCMH-Child,Access to Care,,,,H9DD,
1364,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,,H9DD,
1365,2186_215,PCMH-Child,PCMH - Coordination of Care,,,,H4FC,
1366,2186_215,PCMH-Child,PCMH - Coordination of Care,,,,Y4AM1,
1367,2186_215,PCMH-Child,PCMH - Coordination of Care,,,,H3DB,
1368,2186_215,PCMH-Child,Attention to Care from Other Providers,,,,H3DB,
1369,2186_215,PCMH-Child,Attention to Care from Other Providers,,,,Y4AM1,
1370,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DB,
1371,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DC,
1372,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DE,
1373,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DD,
1374,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DK,
1375,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF,
1376,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DH,
1377,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DG,
1378,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF1,
