,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES
1156,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,
1157,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,
1158,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,
1159,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,
1160,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,
1161,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,
1162,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,
1163,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,
1164,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,
1165,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,
1166,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,
1167,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,
1168,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,
1169,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,
1170,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,
1171,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,
1172,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,
1173,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,
1174,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,
1175,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fh,
1176,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fg,
1177,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fh,
1178,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fg,
1179,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fh,
1180,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fg,
1181,2470_134,Nursing Home,ENVIRONMENT,,h6a,,
1182,2470_134,Nursing Home,ENVIRONMENT,,,h6aa,
1183,1823_17,Outpatient,,Same Day Surgery,,,
1184,1823_17,Outpatient,,Same Day Surgery,,,
1185,1823_17,Outpatient,SURGERY/PROCEDURE,,,h6da,
1186,1823_17,Outpatient,SURGERY/PROCEDURE,,,h3,
1187,1823_17,Outpatient,SURGERY/PROCEDURE,,,h7x,
1188,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4af,
1189,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4am,
1190,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4aa,
1191,1823_17,Outpatient,SURGERY/PROCEDURE,,,h8a,
1192,1823_17,Outpatient,SURGERY/PROCEDURE,,,h6da,
1193,1823_17,Outpatient,SURGERY/PROCEDURE,,,h3,
1194,1823_17,Outpatient,SURGERY/PROCEDURE,,,h7x,
1195,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4af,
1196,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4am,
1197,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4aa,
1198,1823_17,Outpatient,SURGERY/PROCEDURE,,,h8a,
1199,2230_17,Outpatient,NPS,,,h17et,
1200,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1mp,
1201,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1h,
1202,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1o,
1203,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h10j,
1204,2522_17,Outpatient,CARE FROM STAFF,,,h2a,
1205,2522_17,Outpatient,CARE FROM STAFF,,,h4b,
1206,2522_17,Outpatient,CARE FROM STAFF,,,h4nn,
1207,2522_17,Outpatient,FACILITY,,,h6g,
1208,2522_17,Outpatient,Additional Items,,,h7as,
1209,2522_17,Outpatient,Additional Items,,,h7ls,
1210,2522_17,Outpatient,Additional Items,,,h7lh,
1211,2222_17,Outpatient,,Rehab,,,
1212,2222_17,Outpatient,,Same Day Surgery,,,
1213,2222_17,Outpatient,,Overall Rating of Hospital,,,
1214,2222_17,Outpatient,,Willingness to Recommend the Hospital,,,
1215,2222_17,Outpatient,CARE FROM STAFF,,,h4af,
1216,2222_17,Outpatient,CARE FROM STAFF,,,h8a,
1217,2222_17,Outpatient,CARE FROM STAFF,,,h7x,
1218,2222_17,Outpatient,CARE FROM STAFF,,,h3,
1219,2222_17,Outpatient,Overall Rating,,,h30,
1220,2222_17,Outpatient,Would Recommend,,,h17,
1221,1403_17,Closer to ED,Scheduling,,,h1d,
1222,1403_17,Closer to ED,Patient Care Staff,,,h4d,
1223,1403_17,Closer to ED,Patient Care Staff,,,h4am,
1224,1403_17,Closer to ED,Patient Care Staff,,,h4af,
1225,1403_17,Closer to ED,Patient Care Staff,,,h4ww,
1226,1403_17,Closer to ED,Patient Care Staff,,,h4aa,
1227,1403_17,Closer to ED,Patient Care Staff,,,h5c,
1228,1403_17,Closer to ED,Patient Care Staff,,,h2,
1229,1403_17,Closer to ED,Doctors,,,h3,
1230,1403_17,Closer to ED,Overall Rating of Hospital,,,h30,
1231,1403_17,Closer to ED,Willingness to Recommend the Hospital,,,h17,
1232,1430_17,Closer to ED,Scheduling,,,h1d,
1233,1430_17,Closer to ED,Patient Care Staff,,,h4d,
1234,1430_17,Closer to ED,Patient Care Staff,,,h4am,
1235,1430_17,Closer to ED,Patient Care Staff,,,h4af,
1236,1430_17,Closer to ED,Patient Care Staff,,,h4ww,
1237,1430_17,Closer to ED,Patient Care Staff,,,h4aa,
1238,1430_17,Closer to ED,Patient Care Staff,,,h5c,
1239,1430_17,Closer to ED,Patient Care Staff,,,h2,
1240,1430_17,Closer to ED,Doctors,,,h3,
1241,1430_17,Closer to ED,Overall Rating of Hospital,,,h30,
1242,1430_17,Closer to ED,Willingness to Recommend the Hospital,,,h17,
1243,2354_17,Outpatient,SCHEDULING/REGISTRATION,,,h10j,
1244,2354_17,Outpatient,SCHEDULING/REGISTRATION,,,h1h,
1245,2354_17,Outpatient,SCHEDULING/REGISTRATION,,,h1o,
1246,2354_17,Outpatient,SCHEDULING/REGISTRATION,,,h1mp,
1247,2354_17,Outpatient,CARE FROM STAFF,,,h4nn,
1248,2354_17,Outpatient,CARE FROM STAFF,,,h2a,
1249,2354_17,Outpatient,CARE FROM STAFF,,,h4b,
1250,2354_17,Outpatient,FACILITY,,,h6g,
1251,2354_17,Outpatient,Additional Items,,,h7as,
1252,2354_17,Outpatient,Additional Items,,,h7ls,
1253,2354_17,Outpatient,Additional Items,,,h7lh,
1254,2422_17,Outpatient,,Scheduling/Registration,,,
1255,2422_17,Outpatient,,Care From Staff,,,
1256,2422_17,Outpatient,,Wait Time,,,
1257,2422_17,Outpatient,,Facility,,,
1258,2422_17,Outpatient,,Rehab,,,
1259,2422_17,Outpatient,,Same Day Surgery,,,
1260,2422_17,Outpatient,Scheduling,,,h1d,
1261,2422_17,Outpatient,Patient Care Staff,,,h4d,
1262,2422_17,Outpatient,Patient Care Staff,,,h4ww,
1263,2422_17,Outpatient,Patient Care Staff,,,h4aa,
1264,2422_17,Outpatient,Patient Care Staff,,,h5c,
1265,2422_17,Outpatient,Patient Care Staff,,,h2,
1266,2422_17,Outpatient,Doctors,,,h3,
1267,2531_17,Outpatient,,Wait Time,,,
1268,2531_17,Outpatient,,Facility,,,
1269,2531_17,Outpatient,,Rehab,,,
1270,2531_17,Outpatient,,Overall Rating of Hospital,,,
1271,2531_17,Outpatient,SAME DAY SURGERY,,h4aa,,
1272,2531_17,Outpatient,SAME DAY SURGERY,,h7x,,
1273,2531_17,Outpatient,NPS,,,h17et,
1274,2619_17,Outpatient,,Rehab,,,
1275,2570_17,Outpatient,SCHEDULING/REGISTRATION,,,h1h,
1276,2570_17,Outpatient,SCHEDULING/REGISTRATION,,,h1o,
1277,2570_17,Outpatient,SCHEDULING/REGISTRATION,,,h1mp,
1278,2570_17,Outpatient,SCHEDULING/REGISTRATION,,,h10j,
1279,2570_17,Outpatient,CARE FROM STAFF,,,h4nn,
1280,2570_17,Outpatient,CARE FROM STAFF,,,h2a,
1281,2570_17,Outpatient,CARE FROM STAFF,,,h4b,
1282,2570_17,Outpatient,FACILITY,,,h6g,
1283,2570_17,Outpatient,Additional Items,,,h7lh,
1284,2570_17,Outpatient,Additional Items,,,h7ls,
1285,2678_17,Outpatient,,Same Day Surgery,,,
1286,2876_17,Outpatient,,Rehab,,,
1287,2876_17,Outpatient,,Same Day Surgery,,,
1288,2789_17,Outpatient,CARE FROM STAFF,,,h4am,
1289,2789_17,Outpatient,SAME DAY SURGERY,,h4am,,
1290,2796_17,Outpatient,,Same Day Surgery,,,
1291,2474_17,Closer to ED,Scheduling,,,h1d,
1292,2474_17,Closer to ED,Patient Care Staff,,,h4d,
1293,2474_17,Closer to ED,Patient Care Staff,,,h4am,
1294,2474_17,Closer to ED,Patient Care Staff,,,h4af,
1295,2474_17,Closer to ED,Patient Care Staff,,,h4ww,
1296,2474_17,Closer to ED,Patient Care Staff,,,h4aa,
1297,2474_17,Closer to ED,Patient Care Staff,,,h5c,
1298,2474_17,Closer to ED,Patient Care Staff,,,h2,
1299,2474_17,Closer to ED,Doctors,,,h3,
1300,2474_17,Closer to ED,Overall Rating of Hospital,,,h30,
1301,2474_17,Closer to ED,Willingness to Recommend the Hospital,,,h17,
1302,1521_17,Closer to ED,Scheduling,,,h1d,
1303,1521_17,Closer to ED,Patient Care Staff,,,h4aa,
1304,1521_17,Closer to ED,Patient Care Staff,,,h4ww,
1305,1521_17,Closer to ED,Patient Care Staff,,,h4d,
1306,1521_17,Closer to ED,Patient Care Staff,,,h5c,
1307,1521_17,Closer to ED,Patient Care Staff,,,h2,
1308,1521_17,Closer to ED,Patient Care Staff,,,h4af,
1309,1521_17,Closer to ED,Patient Care Staff,,,h4am,
1310,1521_17,Closer to ED,Doctors,,,h3,
1311,1521_17,Closer to ED,Overall Rating of Hospital,,,h30,
1312,1521_17,Closer to ED,Willingness to Recommend the Hospital,,,h17,
1313,2436_17,Outpatient,NPS,,,h17et,
1314,2884_17,Outpatient,,Rehab,,,
1315,2884_17,Outpatient,,Same Day Surgery,,,
1316,2309_77,Outpatient Behavioral,,Willingness to Recommend,,,
1317,2309_77,Outpatient Behavioral,"Getting Timely Appointments, Care, and Information",,,h1da,
1318,2309_77,Outpatient Behavioral,Counseling and Treatment,,y4an,,
1319,2309_77,Outpatient Behavioral,Counseling and Treatment,,y4nc,,
1320,2309_77,Outpatient Behavioral,Counseling and Treatment,,,h9c,
1321,2617_77,Outpatient Behavioral,,Willingness to Recommend,,,
1322,2617_77,Outpatient Behavioral,Counseling and Treatment,,,sc4an,
1323,2617_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,
1324,2617_77,Outpatient Behavioral,Would Recommend,,,h17,
1325,2857_77,Outpatient Behavioral,,Willingness to Recommend,,,
1326,2857_77,Outpatient Behavioral,Counseling and Treatment,,,sc4an,
1327,2857_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,
1328,2857_77,Outpatient Behavioral,Would Recommend,,,h17,
1329,2493_77,Totally Custom,SERVICES,,,y4bn,
1330,2493_77,Totally Custom,SERVICES,,,h2o,
1331,2493_77,Totally Custom,SERVICES,,,h2j,
1332,2493_77,Totally Custom,SERVICES,,,h2cr,
1333,2493_77,Totally Custom,SERVICES,,,h2at,
1334,2493_77,Totally Custom,SERVICES,,,h6db,
1335,2493_77,Totally Custom,SERVICES,,,h11c,
1336,2493_77,Totally Custom,SERVICES,,,sc4an,
1337,2493_77,Totally Custom,SERVICES,,,y4an,
1338,2493_77,Totally Custom,SERVICES,,,h2zt,
1339,2493_77,Totally Custom,SERVICES,,,y4nc,
1340,2493_77,Totally Custom,SERVICES,,,y11a,
1341,2493_77,Totally Custom,SERVICES,,,y11b,
1342,2493_77,Totally Custom,SERVICES,,,y11c,
1343,2493_77,Totally Custom,SERVICES,,,y11d,
1344,2493_77,Totally Custom,SERVICES,,,y11m,
1345,2493_77,Totally Custom,SERVICES,,,sc11r,
1346,2493_77,Totally Custom,SERVICES,,,y11r,
1347,2493_77,Totally Custom,Overall Rating,,,h30,
1348,2493_77,Totally Custom,Would Recommend,,,h17,
1349,2469_77,Outpatient Behavioral,,Willingness to Recommend,,,
1350,2469_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,
1351,2469_77,Outpatient Behavioral,SERVICES,,,sc4an,
1352,2469_77,Outpatient Behavioral,Would Recommend,,,h17,
1353,2496_77,Outpatient Behavioral,,Willingness to Recommend,,,
1354,2496_77,Outpatient Behavioral,Counseling and Treatment,,,sc4an,
1355,2496_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,
1356,2496_77,Outpatient Behavioral,Would Recommend,,,h17,
1357,1494_77,Outpatient Behavioral,,Willingness to Recommend,,,
1358,1494_77,Outpatient Behavioral,Would Recommend,,,h17,
1359,2494_77,Totally Custom,SERVICES,,,y4bn,
1360,2494_77,Totally Custom,SERVICES,,,h2o,
1361,2494_77,Totally Custom,SERVICES,,,h2j,
1362,2494_77,Totally Custom,SERVICES,,,h2cr,
1363,2494_77,Totally Custom,SERVICES,,,h2at,
1364,2494_77,Totally Custom,SERVICES,,,h6db,
1365,2494_77,Totally Custom,SERVICES,,,h11c,
1366,2494_77,Totally Custom,SERVICES,,,sc4an,
1367,2494_77,Totally Custom,SERVICES,,,y4an,
1368,2494_77,Totally Custom,SERVICES,,,h2zt,
1369,2494_77,Totally Custom,SERVICES,,,y4nc,
1370,2494_77,Totally Custom,SERVICES,,,y11a,
1371,2494_77,Totally Custom,SERVICES,,,y11b,
1372,2494_77,Totally Custom,SERVICES,,,y11c,
1373,2494_77,Totally Custom,SERVICES,,,y11d,
1374,2494_77,Totally Custom,SERVICES,,,y11m,
1375,2494_77,Totally Custom,SERVICES,,,sc11r,
1376,2494_77,Totally Custom,SERVICES,,,y11r,
1377,2494_77,Totally Custom,Overall Rating,,,h30,
1378,2494_77,Totally Custom,Would Recommend,,,h17,
1379,2547_77,Outpatient Behavioral,Counseling and Treatment,,h6db,,
1380,2547_77,Outpatient Behavioral,Counseling and Treatment,,y4an,,
1381,2547_77,Outpatient Behavioral,Counseling and Treatment,,h2zt,,
1382,2547_77,Outpatient Behavioral,Counseling and Treatment,,y4nc,,
1383,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11a,,
1384,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11b,,
1385,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11c,,
1386,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11d,,
1387,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11m,,
1388,2547_77,Outpatient Behavioral,Counseling and Treatment,,y4bn,,
1389,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11r,,
1390,2547_77,Outpatient Behavioral,Counseling and Treatment,,h11c,,
1391,2571_67,IP Rehab,,Care From Nurses,,,
1392,2571_67,IP Rehab,,Doctors,,,
1393,2571_67,IP Rehab,,Hospital Environment,,,
1394,2571_67,IP Rehab,,Willingness to Recommend to Hospital,,,
1395,2571_67,IP Rehab,Scheduling,,,h1d,
1396,2571_67,IP Rehab,Patient Care Staff,,h4ap,,
1397,2571_67,IP Rehab,Patient Care Staff,,h4am,,
1398,2571_67,IP Rehab,General Experience,,h7x,,
1399,2571_67,IP Rehab,General Experience,,,h2zb,
1400,2571_67,IP Rehab,Willingness to Recommend the Hospital,,,h17,
1401,2238_67,IP Rehab,,Care From Nurses,,,
1402,2238_67,IP Rehab,,Doctors,,,
1403,2238_67,IP Rehab,,Hospital Environment,,,
1404,2238_67,IP Rehab,,Willingness to Recommend to Hospital,,,
1405,2238_67,IP Rehab,Scheduling,,,h1d,
1406,2238_67,IP Rehab,Patient Care Staff,,h4ap,,
1407,2238_67,IP Rehab,Patient Care Staff,,h4am,,
1408,2238_67,IP Rehab,General Experience,,h7x,,
1409,2238_67,IP Rehab,General Experience,,,h2zb,
1410,2238_67,IP Rehab,Overall Rating,,,h17,
1411,2238_67,IP Rehab,NPS,,,h17et,
1412,2274_67,IP Rehab,,Care From Nurses,,,
1413,2274_67,IP Rehab,,Doctors,,,
1414,2274_67,IP Rehab,,Hospital Environment,,,
1415,2274_67,IP Rehab,,Willingness to Recommend to Hospital,,,
1416,2274_67,IP Rehab,Scheduling,,,h1d,
1417,2274_67,IP Rehab,Care From Therapists,,,h2z,
1418,2274_67,IP Rehab,Patient Care Staff,,h4ap,,
1419,2274_67,IP Rehab,Patient Care Staff,,h4am,,
1420,2274_67,IP Rehab,Patient Care Staff,,h2z,,
1421,2274_67,IP Rehab,General Experience,,h7x,,
1422,2274_67,IP Rehab,General Experience,,,h2zb,
1423,2274_67,IP Rehab,Willingness to Recommend,,,h17,
1424,2450_67,IP Rehab,,Care From Nurses,,,
1425,2450_67,IP Rehab,,Care From Therapists,,,
1426,2450_67,IP Rehab,,Doctors,,,
1427,2450_67,IP Rehab,,Hospital Environment,,,
1428,2450_67,IP Rehab,,Patient Care Staff,,,
1429,2450_67,IP Rehab,,Willingness to Recommend to Hospital,,,
1430,2450_67,IP Rehab,Scheduling,,,h1d,
1431,2450_67,IP Rehab,Services From the APS STAFF,,,h12c,
1432,2450_67,IP Rehab,Services From the APS STAFF,,,h12o,
1433,2450_67,IP Rehab,Services From the APS STAFF,,,h12j,
1434,2450_67,IP Rehab,Services From the APS STAFF,,,h12,
1435,2450_67,IP Rehab,APS Staff,,,h4k,
1436,2450_67,IP Rehab,APS Staff,,,h5c,
1437,2450_67,IP Rehab,APS Staff,,,h2z,
1438,2450_67,IP Rehab,General Experience,,h7x,,
1439,2450_67,IP Rehab,Overall Rating,,,h17,
1440,2453_67,IP Rehab,,Care From Nurses,,,
1441,2453_67,IP Rehab,,Care From Therapists,,,
1442,2453_67,IP Rehab,,Doctors,,,
1443,2453_67,IP Rehab,,Hospital Environment,,,
1444,2453_67,IP Rehab,,Patient Care Staff,,,
1445,2453_67,IP Rehab,,Willingness to Recommend to Hospital,,,
1446,2453_67,IP Rehab,Scheduling,,,h1d,
1447,2453_67,IP Rehab,Care from The Program Representatives,,,h12c,
1448,2453_67,IP Rehab,Care from The Program Representatives,,,h12o,
1449,2453_67,IP Rehab,Care from The Program Representatives,,,h12j,
1450,2453_67,IP Rehab,Care from The Program Representatives,,,h12,
1451,2453_67,IP Rehab,Staff,,,h4k,
1452,2453_67,IP Rehab,Staff,,,h2z,
1453,2453_67,IP Rehab,General Experience,,h8a,,
1454,2453_67,IP Rehab,General Experience,,h7x,,
1455,2453_67,IP Rehab,General Experience,,,h2zb,
1456,2453_67,IP Rehab,Overall Rating,,,h17,
1457,2454_67,IP Rehab,,Care From Nurses,,,
1458,2454_67,IP Rehab,,Care From Therapists,,,
1459,2454_67,IP Rehab,,Doctors,,,
1460,2454_67,IP Rehab,,Hospital Environment,,,
1461,2454_67,IP Rehab,,Patient Care Staff,,,
1462,2454_67,IP Rehab,,Willingness to Recommend to Hospital,,,
1463,2454_67,IP Rehab,Scheduling,,,h1d,
1464,2454_67,IP Rehab,Care from The Birth to 3 Staff,,,h12c,
1465,2454_67,IP Rehab,Care from The Birth to 3 Staff,,,h12o,
1466,2454_67,IP Rehab,Care from The Birth to 3 Staff,,,h12j,
1467,2454_67,IP Rehab,Care from The Birth to 3 Staff,,,h12,
1468,2454_67,IP Rehab,Staff,,,h4k,
1469,2454_67,IP Rehab,Birth to 3 Staff,,,h5c,
1470,2454_67,IP Rehab,Birth to 3 Staff,,,h2z,
1471,2454_67,IP Rehab,General Experience,,h7x,,
1472,2454_67,IP Rehab,General Experience,,,h2zb,
1473,2454_67,IP Rehab,Overall Rating,,,h17,
1474,2467_67,IP Rehab,,Care From Nurses,,,
1475,2467_67,IP Rehab,,Doctors,,,
1476,2467_67,IP Rehab,,Hospital Environment,,,
1477,2467_67,IP Rehab,,Patient Care Staff,,,
1478,2467_67,IP Rehab,,Willingness to Recommend to Hospital,,,
1479,2467_67,IP Rehab,Scheduling,,,h1d,
1480,2467_67,IP Rehab,Staff,,,h4af,
1481,2467_67,IP Rehab,Staff,,,h5c,
1482,2467_67,IP Rehab,Staff,,,h2z,
1483,2467_67,IP Rehab,Staff,,,h4k,
1484,2467_67,IP Rehab,General Experience,,h7x,,
1485,2467_67,IP Rehab,General Experience,,,h2zb,
1486,2467_67,IP Rehab,Overall Rating,,,h17,
1487,2464_67,IP Rehab,,Care From Nurses,,,
1488,2464_67,IP Rehab,,Care From Therapists,,,
1489,2464_67,IP Rehab,,Doctors,,,
1490,2464_67,IP Rehab,,Hospital Environment,,,
1491,2464_67,IP Rehab,,Patient Care Staff,,,
1492,2464_67,IP Rehab,,Willingness to Recommend to Hospital,,,
1493,2464_67,IP Rehab,Scheduling,,,h1d,
1494,2464_67,IP Rehab,Care from the Children's Waiver's and Family Support Staff,,,h12c,
1495,2464_67,IP Rehab,Care from the Children's Waiver's and Family Support Staff,,,h12o,
1496,2464_67,IP Rehab,Care from the Children's Waiver's and Family Support Staff,,,h12j,
1497,2464_67,IP Rehab,Care from the Children's Waiver's and Family Support Staff,,,h12,
1498,2464_67,IP Rehab,Staff,,,h4k,
1499,2464_67,IP Rehab,Children's Waiver's and Family Support Staff,,,h5c,
1500,2464_67,IP Rehab,Children's Waiver's and Family Support Staff,,,h2z,
1501,2464_67,IP Rehab,General Experience,,h7x,,
1502,2464_67,IP Rehab,General Experience,,,h2zb,
1503,2464_67,IP Rehab,Overall Rating,,,h17,
1504,2466_67,IP Rehab,,Care From Nurses,,,
1505,2466_67,IP Rehab,,Care From Therapists,,,
1506,2466_67,IP Rehab,,Doctors,,,
1507,2466_67,IP Rehab,,Hospital Environment,,,
1508,2466_67,IP Rehab,,Patient Care Staff,,,
1509,2466_67,IP Rehab,,Willingness to Recommend to Hospital,,,
1510,2466_67,IP Rehab,Care From the Crisis Staff,,,h12c,
1511,2466_67,IP Rehab,Care From the Crisis Staff,,,h12o,
1512,2466_67,IP Rehab,Care From the Crisis Staff,,,h12j,
1513,2466_67,IP Rehab,Care From the Crisis Staff,,,h12,
1514,2466_67,IP Rehab,Crisis Staff,,,h5c,
1515,2466_67,IP Rehab,Crisis Staff,,,h2z,
1516,2466_67,IP Rehab,Crisis Staff,,,h4k,
1517,2466_67,IP Rehab,General Experience,,h7x,,
1518,2466_67,IP Rehab,General Experience,,,h2zb,
1519,2466_67,IP Rehab,Overall Rating,,,h17,
1520,1009_67,IP Rehab,,Care From Nurses,,,
1521,1009_67,IP Rehab,,Doctors,,,
1522,1009_67,IP Rehab,,Hospital Environment,,,
1523,1009_67,IP Rehab,,Willingness to Recommend to Hospital,,,
1524,1009_67,IP Rehab,Scheduling,,,h1d,
1525,1009_67,IP Rehab,Patient Care Staff,,h4ap,,
1526,1009_67,IP Rehab,Patient Care Staff,,h4am,,
1527,1009_67,IP Rehab,General Experience,,h7x,,
1528,1009_67,IP Rehab,General Experience,,,h2zb,
1529,1009_67,IP Rehab,Willingness to Recommend the Hospital,,,h17,
1530,2895_79,Totally Custom,Communications About Your Procedure,,,h4as2,
1531,2895_79,Totally Custom,Communications About Your Procedure,,,h4as3,
1532,2895_79,Totally Custom,Communications About Your Procedure,,,h7hb1,
1533,2895_79,Totally Custom,Communications About Your Procedure,,,y7hb3,
1534,2895_79,Totally Custom,Communications About Your Procedure,,,h4j,
1535,2895_79,Totally Custom,Care Of Patients,,,h1ht,
1536,2895_79,Totally Custom,Care Of Patients,,,h6aa2,
1537,2895_79,Totally Custom,Care Of Patients,,,h9ha,
1538,2895_79,Totally Custom,Care Of Patients,,,h9ca,
1539,2895_79,Totally Custom,Care Of Patients,,,h4c,
1540,2895_79,Totally Custom,Care Of Patients,,,h4m1,
1541,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,h4td2,
1542,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ag,
1543,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8av1,
1544,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8aw1,
1545,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ax1,
1546,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y4ap,
1547,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y4ao3,
1548,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8av3,
1549,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8aw3,
1550,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ax3,
1551,2895_79,Totally Custom,Overall Rating of Facility,,,h30,
1552,2895_79,Totally Custom,Willingness to Recommend the Facility,,,h17,
1553,2896_79,Totally Custom,Communications About Your Procedure,,,h4as2,
1554,2896_79,Totally Custom,Communications About Your Procedure,,,h4as3,
1555,2896_79,Totally Custom,Communications About Your Procedure,,,h7hb1,
1556,2896_79,Totally Custom,Communications About Your Procedure,,,y7hb3,
1557,2896_79,Totally Custom,Communications About Your Procedure,,,h4j,
1558,2896_79,Totally Custom,Care Of Patients,,,h6aa2,
1559,2896_79,Totally Custom,Care Of Patients,,,h9ha,
1560,2896_79,Totally Custom,Care Of Patients,,,h9ca,
1561,2896_79,Totally Custom,Care Of Patients,,,h4c,
1562,2896_79,Totally Custom,Care Of Patients,,,h4m1,
1563,2896_79,Totally Custom,Care Of Patients,,,h1ht,
1564,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,h4td2,
1565,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ag,
1566,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y4ao3,
1567,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8av3,
1568,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8aw3,
1569,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ax3,
1570,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8av1,
1571,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8aw1,
1572,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ax1,
1573,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y4ap,
1574,2896_79,Totally Custom,Overall Rating of Facility,,,h30,
1575,2896_79,Totally Custom,Willingness to Recommend the Facility,,,h17,
1576,2244_79,Outpatient,,Rehab,,,
1577,2244_79,Outpatient,,Rehab,,,
1578,2765_79,OP-Surgery,Survey Items,,,h4as2,
1579,2765_79,OP-Surgery,Survey Items,,,h4as3,
1580,2765_79,OP-Surgery,Survey Items,,,h1ht,
1581,2765_79,OP-Surgery,Survey Items,,,h30,
1582,2765_79,OP-Surgery,Survey Items,,,h17,
1583,2765_79,OP-Surgery,Survey Items,,,y4ap,
1584,2765_79,OP-Surgery,Survey Items,,,y8av,
1585,2765_79,OP-Surgery,Survey Items,,,h6aa2,
1586,2765_79,OP-Surgery,Survey Items,,,h9ha,
1587,2765_79,OP-Surgery,Survey Items,,,h9ca,
1588,2765_79,OP-Surgery,Survey Items,,,h4c,
1589,2765_79,OP-Surgery,Survey Items,,,h4m1,
1590,2765_79,OP-Surgery,Survey Items,,,h4j,
1591,2765_79,OP-Surgery,Survey Items,,,h4td2,
