,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES,NOTES
2198,2884_17,Outpatient,CARE FROM STAFF,,,h4ww,,
2199,2884_17,Outpatient,CARE FROM STAFF,,,h2,,
2200,2884_17,Outpatient,CARE FROM STAFF,,,h2c,,
2201,2884_17,Outpatient,CARE FROM STAFF,,,h2o,,
2202,2884_17,Outpatient,CARE FROM STAFF,,,h2j,,
2203,2884_17,Outpatient,CARE FROM STAFF,,,h5c,,
2204,2884_17,Outpatient,WAIT TIME,,,h5d,,
2205,2884_17,Outpatient,FACILITY,,,h6f,,
2206,2884_17,Outpatient,FACILITY,,,h6aa,,
2207,2309_77,Outpatient Behavioral,,Willingness to Recommend,,,,
2208,2309_77,Outpatient Behavioral,"Getting Timely Appointments, Care, and Information",,,h1da,,
2209,2309_77,Outpatient Behavioral,Counseling and Treatment,,y4an,,,Single client - Add to White List
2210,2309_77,Outpatient Behavioral,Counseling and Treatment,,y4nc,,,Single client - Add to White List
2211,2309_77,Outpatient Behavioral,Counseling and Treatment,,,h9c,,
2212,2617_77,Outpatient Behavioral,,Willingness to Recommend,,,,
2213,2617_77,Outpatient Behavioral,Counseling and Treatment,,,sc4an,,
2214,2617_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,,
2215,2617_77,Outpatient Behavioral,Would Recommend,,,h17,,
2216,2857_77,Outpatient Behavioral,,Willingness to Recommend,,,,
2217,2857_77,Outpatient Behavioral,Counseling and Treatment,,,sc4an,,
2218,2857_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,,
2219,2857_77,Outpatient Behavioral,Would Recommend,,,h17,,
2220,2493_77,Totally Custom,SERVICES,,,y4bn,,
2221,2493_77,Totally Custom,SERVICES,,,h2o,,
2222,2493_77,Totally Custom,SERVICES,,,h2j,,
2223,2493_77,Totally Custom,SERVICES,,,h2cr,,
2224,2493_77,Totally Custom,SERVICES,,,h2at,,
2225,2493_77,Totally Custom,SERVICES,,,h6db,,
2226,2493_77,Totally Custom,SERVICES,,,h11c,,
2227,2493_77,Totally Custom,SERVICES,,,sc4an,,
2228,2493_77,Totally Custom,SERVICES,,,y4an,,
2229,2493_77,Totally Custom,SERVICES,,,h2zt,,
2230,2493_77,Totally Custom,SERVICES,,,y4nc,,
2231,2493_77,Totally Custom,SERVICES,,,y11a,,
2232,2493_77,Totally Custom,SERVICES,,,y11b,,
2233,2493_77,Totally Custom,SERVICES,,,y11c,,
2234,2493_77,Totally Custom,SERVICES,,,y11d,,
2235,2493_77,Totally Custom,SERVICES,,,y11m,,
2236,2493_77,Totally Custom,SERVICES,,,sc11r,,
2237,2493_77,Totally Custom,SERVICES,,,y11r,,
2238,2493_77,Totally Custom,Overall Rating,,,h30,,
2239,2493_77,Totally Custom,Would Recommend,,,h17,,
2240,2469_77,Outpatient Behavioral,,Willingness to Recommend,,,,
2241,2469_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,,
2242,2469_77,Outpatient Behavioral,SERVICES,,,sc4an,,
2243,2469_77,Outpatient Behavioral,Would Recommend,,,h17,,
2244,2496_77,Outpatient Behavioral,,Willingness to Recommend,,,,
2245,2496_77,Outpatient Behavioral,Counseling and Treatment,,,sc4an,,
2246,2496_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,,
2247,2496_77,Outpatient Behavioral,Would Recommend,,,h17,,
2248,1494_77,Outpatient Behavioral,,Willingness to Recommend,,,,
2249,1494_77,Outpatient Behavioral,Would Recommend,,,h17,,
2250,2494_77,Totally Custom,SERVICES,,,y4bn,,
2251,2494_77,Totally Custom,SERVICES,,,h2o,,
2252,2494_77,Totally Custom,SERVICES,,,h2j,,
2253,2494_77,Totally Custom,SERVICES,,,h2cr,,
2254,2494_77,Totally Custom,SERVICES,,,h2at,,
2255,2494_77,Totally Custom,SERVICES,,,h6db,,
2256,2494_77,Totally Custom,SERVICES,,,h11c,,
2257,2494_77,Totally Custom,SERVICES,,,sc4an,,
2258,2494_77,Totally Custom,SERVICES,,,y4an,,
2259,2494_77,Totally Custom,SERVICES,,,h2zt,,
2260,2494_77,Totally Custom,SERVICES,,,y4nc,,
2261,2494_77,Totally Custom,SERVICES,,,y11a,,
2262,2494_77,Totally Custom,SERVICES,,,y11b,,
2263,2494_77,Totally Custom,SERVICES,,,y11c,,
2264,2494_77,Totally Custom,SERVICES,,,y11d,,
2265,2494_77,Totally Custom,SERVICES,,,y11m,,
2266,2494_77,Totally Custom,SERVICES,,,sc11r,,
2267,2494_77,Totally Custom,SERVICES,,,y11r,,
2268,2494_77,Totally Custom,Overall Rating,,,h30,,
2269,2494_77,Totally Custom,Would Recommend,,,h17,,
2270,2547_77,Outpatient Behavioral,Counseling and Treatment,,h6db,,,Single client - Add to White List
2271,2547_77,Outpatient Behavioral,Counseling and Treatment,,y4an,,,Single client - Add to White List
2272,2547_77,Outpatient Behavioral,Counseling and Treatment,,h2zt,,,Single client - Add to White List
2273,2547_77,Outpatient Behavioral,Counseling and Treatment,,y4nc,,,Single client - Add to White List
2274,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11a,,,Single client - Add to White List
2275,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11b,,,Single client - Add to White List
2276,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11c,,,Single client - Add to White List
2277,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11d,,,Single client - Add to White List
2278,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11m,,,Single client - Add to White List
2279,2547_77,Outpatient Behavioral,Counseling and Treatment,,y4bn,,,Single client - Add to White List
2280,2547_77,Outpatient Behavioral,Counseling and Treatment,,y11r,,,Single client - Add to White List
2281,2547_77,Outpatient Behavioral,Counseling and Treatment,,h11c,,,Single client - Add to White List
2282,2571_67,IP Rehab,,Care From Nurses,,,,
2283,2571_67,IP Rehab,,Doctors,,,,
2284,2571_67,IP Rehab,,Hospital Environment,,,,
2285,2571_67,IP Rehab,,Willingness to Recommend to Hospital,,,,
2286,2571_67,IP Rehab,Scheduling,,,h1d,,
2287,2571_67,IP Rehab,Patient Care Staff,,h4ap,,,Need OP Rehab definition
2288,2571_67,IP Rehab,Patient Care Staff,,h4am,,,Need OP Rehab definition
2289,2571_67,IP Rehab,General Experience,,h7x,,,Need OP Rehab definition
2290,2571_67,IP Rehab,General Experience,,,h2zb,,
2291,2571_67,IP Rehab,Willingness to Recommend the Hospital,,,h17,,
2292,2238_67,IP Rehab,,Care From Nurses,,,,
2293,2238_67,IP Rehab,,Doctors,,,,
2294,2238_67,IP Rehab,,Hospital Environment,,,,
2295,2238_67,IP Rehab,,Willingness to Recommend to Hospital,,,,
2296,2238_67,IP Rehab,Scheduling,,,h1d,,
2297,2238_67,IP Rehab,Patient Care Staff,,h4ap,,,Need OP Rehab definition
2298,2238_67,IP Rehab,Patient Care Staff,,h4am,,,Need OP Rehab definition
2299,2238_67,IP Rehab,General Experience,,h7x,,,Need OP Rehab definition
2300,2238_67,IP Rehab,General Experience,,,h2zb,,
2301,2238_67,IP Rehab,Overall Rating,,,h17,,
2302,2238_67,IP Rehab,NPS,,,h17et,,
2303,2274_67,IP Rehab,,Care From Nurses,,,,
2304,2274_67,IP Rehab,,Doctors,,,,
2305,2274_67,IP Rehab,,Hospital Environment,,,,
2306,2274_67,IP Rehab,,Willingness to Recommend to Hospital,,,,
2307,2274_67,IP Rehab,Scheduling,,,h1d,,
2308,2274_67,IP Rehab,Care From Therapists,,,h2z,,
2309,2274_67,IP Rehab,Patient Care Staff,,h4ap,,,Need OP Rehab definition
2310,2274_67,IP Rehab,Patient Care Staff,,h4am,,,Need OP Rehab definition
2311,2274_67,IP Rehab,Patient Care Staff,,h2z,,,Need OP Rehab definition
2312,2274_67,IP Rehab,General Experience,,h7x,,,Need OP Rehab definition
2313,2274_67,IP Rehab,General Experience,,,h2zb,,
2314,2274_67,IP Rehab,Willingness to Recommend,,,h17,,
2315,2450_67,IP Rehab,,Care From Nurses,,,,
2316,2450_67,IP Rehab,,Care From Therapists,,,,
2317,2450_67,IP Rehab,,Doctors,,,,
2318,2450_67,IP Rehab,,Hospital Environment,,,,
2319,2450_67,IP Rehab,,Patient Care Staff,,,,
2320,2450_67,IP Rehab,,Willingness to Recommend to Hospital,,,,
2321,2450_67,IP Rehab,Scheduling,,,h1d,,
2322,2450_67,IP Rehab,Services From the APS STAFF,,,h12c,,
2323,2450_67,IP Rehab,Services From the APS STAFF,,,h12o,,
2324,2450_67,IP Rehab,Services From the APS STAFF,,,h12j,,
2325,2450_67,IP Rehab,Services From the APS STAFF,,,h12,,
2326,2450_67,IP Rehab,APS Staff,,,h4k,,
2327,2450_67,IP Rehab,APS Staff,,,h5c,,
2328,2450_67,IP Rehab,APS Staff,,,h2z,,
2329,2450_67,IP Rehab,General Experience,,h7x,,,Need OP Rehab definition
2330,2450_67,IP Rehab,Overall Rating,,,h17,,
2331,2453_67,IP Rehab,,Care From Nurses,,,,
2332,2453_67,IP Rehab,,Care From Therapists,,,,
2333,2453_67,IP Rehab,,Doctors,,,,
2334,2453_67,IP Rehab,,Hospital Environment,,,,
2335,2453_67,IP Rehab,,Patient Care Staff,,,,
2336,2453_67,IP Rehab,,Willingness to Recommend to Hospital,,,,
2337,2453_67,IP Rehab,Scheduling,,,h1d,,
2338,2453_67,IP Rehab,Care from The Program Representatives,,,h12c,,
2339,2453_67,IP Rehab,Care from The Program Representatives,,,h12o,,
2340,2453_67,IP Rehab,Care from The Program Representatives,,,h12j,,
2341,2453_67,IP Rehab,Care from The Program Representatives,,,h12,,
2342,2453_67,IP Rehab,Staff,,,h4k,,
2343,2453_67,IP Rehab,Staff,,,h2z,,
2344,2453_67,IP Rehab,General Experience,,h8a,,,Need OP Rehab definition
2345,2453_67,IP Rehab,General Experience,,h7x,,,Need OP Rehab definition
2346,2453_67,IP Rehab,General Experience,,,h2zb,,
2347,2453_67,IP Rehab,Overall Rating,,,h17,,
2348,2454_67,IP Rehab,,Care From Nurses,,,,
2349,2454_67,IP Rehab,,Care From Therapists,,,,
2350,2454_67,IP Rehab,,Doctors,,,,
2351,2454_67,IP Rehab,,Hospital Environment,,,,
2352,2454_67,IP Rehab,,Patient Care Staff,,,,
2353,2454_67,IP Rehab,,Willingness to Recommend to Hospital,,,,
2354,2454_67,IP Rehab,Scheduling,,,h1d,,
2355,2454_67,IP Rehab,Care from The Birth to 3 Staff,,,h12c,,
2356,2454_67,IP Rehab,Care from The Birth to 3 Staff,,,h12o,,
2357,2454_67,IP Rehab,Care from The Birth to 3 Staff,,,h12j,,
2358,2454_67,IP Rehab,Care from The Birth to 3 Staff,,,h12,,
2359,2454_67,IP Rehab,Staff,,,h4k,,
2360,2454_67,IP Rehab,Birth to 3 Staff,,,h5c,,
2361,2454_67,IP Rehab,Birth to 3 Staff,,,h2z,,
2362,2454_67,IP Rehab,General Experience,,h7x,,,Need OP Rehab definition
2363,2454_67,IP Rehab,General Experience,,,h2zb,,
2364,2454_67,IP Rehab,Overall Rating,,,h17,,
2365,2467_67,IP Rehab,,Care From Nurses,,,,
2366,2467_67,IP Rehab,,Doctors,,,,
2367,2467_67,IP Rehab,,Hospital Environment,,,,
2368,2467_67,IP Rehab,,Patient Care Staff,,,,
2369,2467_67,IP Rehab,,Willingness to Recommend to Hospital,,,,
2370,2467_67,IP Rehab,Scheduling,,,h1d,,
2371,2467_67,IP Rehab,Staff,,,h4af,,
2372,2467_67,IP Rehab,Staff,,,h5c,,
2373,2467_67,IP Rehab,Staff,,,h2z,,
2374,2467_67,IP Rehab,Staff,,,h4k,,
2375,2467_67,IP Rehab,General Experience,,h7x,,,Need OP Rehab definition
2376,2467_67,IP Rehab,General Experience,,,h2zb,,
2377,2467_67,IP Rehab,Overall Rating,,,h17,,
2378,2464_67,IP Rehab,,Care From Nurses,,,,
2379,2464_67,IP Rehab,,Care From Therapists,,,,
2380,2464_67,IP Rehab,,Doctors,,,,
2381,2464_67,IP Rehab,,Hospital Environment,,,,
2382,2464_67,IP Rehab,,Patient Care Staff,,,,
2383,2464_67,IP Rehab,,Willingness to Recommend to Hospital,,,,
2384,2464_67,IP Rehab,Scheduling,,,h1d,,
2385,2464_67,IP Rehab,Care from the Children's Waiver's and Family Support Staff,,,h12c,,
2386,2464_67,IP Rehab,Care from the Children's Waiver's and Family Support Staff,,,h12o,,
2387,2464_67,IP Rehab,Care from the Children's Waiver's and Family Support Staff,,,h12j,,
2388,2464_67,IP Rehab,Care from the Children's Waiver's and Family Support Staff,,,h12,,
2389,2464_67,IP Rehab,Staff,,,h4k,,
2390,2464_67,IP Rehab,Children's Waiver's and Family Support Staff,,,h5c,,
2391,2464_67,IP Rehab,Children's Waiver's and Family Support Staff,,,h2z,,
2392,2464_67,IP Rehab,General Experience,,h7x,,,Need OP Rehab definition
2393,2464_67,IP Rehab,General Experience,,,h2zb,,
2394,2464_67,IP Rehab,Overall Rating,,,h17,,
2395,2466_67,IP Rehab,,Care From Nurses,,,,
2396,2466_67,IP Rehab,,Care From Therapists,,,,
2397,2466_67,IP Rehab,,Doctors,,,,
2398,2466_67,IP Rehab,,Hospital Environment,,,,
2399,2466_67,IP Rehab,,Patient Care Staff,,,,
2400,2466_67,IP Rehab,,Willingness to Recommend to Hospital,,,,
2401,2466_67,IP Rehab,Care From the Crisis Staff,,,h12c,,
2402,2466_67,IP Rehab,Care From the Crisis Staff,,,h12o,,
2403,2466_67,IP Rehab,Care From the Crisis Staff,,,h12j,,
2404,2466_67,IP Rehab,Care From the Crisis Staff,,,h12,,
2405,2466_67,IP Rehab,Crisis Staff,,,h5c,,
2406,2466_67,IP Rehab,Crisis Staff,,,h2z,,
2407,2466_67,IP Rehab,Crisis Staff,,,h4k,,
2408,2466_67,IP Rehab,General Experience,,h7x,,,Need OP Rehab definition
2409,2466_67,IP Rehab,General Experience,,,h2zb,,
2410,2466_67,IP Rehab,Overall Rating,,,h17,,
2411,1009_67,IP Rehab,,Care From Nurses,,,,
2412,1009_67,IP Rehab,,Doctors,,,,
2413,1009_67,IP Rehab,,Hospital Environment,,,,
2414,1009_67,IP Rehab,,Willingness to Recommend to Hospital,,,,
2415,1009_67,IP Rehab,Scheduling,,,h1d,,
2416,1009_67,IP Rehab,Patient Care Staff,,h4ap,,,Need OP Rehab definition
2417,1009_67,IP Rehab,Patient Care Staff,,h4am,,,Need OP Rehab definition
2418,1009_67,IP Rehab,General Experience,,h7x,,,Need OP Rehab definition
2419,1009_67,IP Rehab,General Experience,,,h2zb,,
2420,1009_67,IP Rehab,Willingness to Recommend the Hospital,,,h17,,
2421,2895_79,Totally Custom,Communications About Your Procedure,,,h4as2,,
2422,2895_79,Totally Custom,Communications About Your Procedure,,,h4as3,,
2423,2895_79,Totally Custom,Communications About Your Procedure,,,h7hb1,,
2424,2895_79,Totally Custom,Communications About Your Procedure,,,y7hb3,,
2425,2895_79,Totally Custom,Communications About Your Procedure,,,h4j,,
2426,2895_79,Totally Custom,Care Of Patients,,,h1ht,,
2427,2895_79,Totally Custom,Care Of Patients,,,h6aa2,,
2428,2895_79,Totally Custom,Care Of Patients,,,h9ha,,
2429,2895_79,Totally Custom,Care Of Patients,,,h9ca,,
2430,2895_79,Totally Custom,Care Of Patients,,,h4c,,
2431,2895_79,Totally Custom,Care Of Patients,,,h4m1,,
2432,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,h4td2,,
2433,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ag,,
2434,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8av1,,
2435,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8aw1,,
2436,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ax1,,
2437,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y4ap,,
2438,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y4ao3,,
2439,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8av3,,
2440,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8aw3,,
2441,2895_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ax3,,
2442,2895_79,Totally Custom,Overall Rating of Facility,,,h30,,
2443,2895_79,Totally Custom,Willingness to Recommend the Facility,,,h17,,
2444,2896_79,Totally Custom,Communications About Your Procedure,,,h4as2,,
2445,2896_79,Totally Custom,Communications About Your Procedure,,,h4as3,,
2446,2896_79,Totally Custom,Communications About Your Procedure,,,h7hb1,,
2447,2896_79,Totally Custom,Communications About Your Procedure,,,y7hb3,,
2448,2896_79,Totally Custom,Communications About Your Procedure,,,h4j,,
2449,2896_79,Totally Custom,Care Of Patients,,,h6aa2,,
2450,2896_79,Totally Custom,Care Of Patients,,,h9ha,,
2451,2896_79,Totally Custom,Care Of Patients,,,h9ca,,
2452,2896_79,Totally Custom,Care Of Patients,,,h4c,,
2453,2896_79,Totally Custom,Care Of Patients,,,h4m1,,
2454,2896_79,Totally Custom,Care Of Patients,,,h1ht,,
2455,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,h4td2,,
2456,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ag,,
2457,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y4ao3,,
2458,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8av3,,
2459,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8aw3,,
2460,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ax3,,
2461,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8av1,,
2462,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8aw1,,
2463,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ax1,,
2464,2896_79,Totally Custom,Preparations for Discharge and Recovery,,,y4ap,,
2465,2896_79,Totally Custom,Overall Rating of Facility,,,h30,,
2466,2896_79,Totally Custom,Willingness to Recommend the Facility,,,h17,,
2467,2244_79,Outpatient,,Rehab,,,,
2468,2244_79,Outpatient,,Rehab,,,,
2469,2244_79,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
2470,2244_79,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
2471,2244_79,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
2472,2244_79,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
2473,2244_79,Outpatient,CARE FROM STAFF,,,h2,,
2474,2244_79,Outpatient,CARE FROM STAFF,,,h4ww,,
2475,2244_79,Outpatient,CARE FROM STAFF,,,h2c,,
2476,2244_79,Outpatient,CARE FROM STAFF,,,h2j,,
2477,2244_79,Outpatient,CARE FROM STAFF,,,h2o,,
2478,2244_79,Outpatient,CARE FROM STAFF,,,h5c,,
2479,2244_79,Outpatient,CARE FROM STAFF,,,h2,,
2480,2244_79,Outpatient,CARE FROM STAFF,,,h4ww,,
2481,2244_79,Outpatient,CARE FROM STAFF,,,h2c,,
2482,2244_79,Outpatient,CARE FROM STAFF,,,h2j,,
2483,2244_79,Outpatient,CARE FROM STAFF,,,h2o,,
2484,2244_79,Outpatient,CARE FROM STAFF,,,h5c,,
2485,2244_79,Outpatient,SAME DAY SURGERY,,,h4aa,,
2486,2244_79,Outpatient,SAME DAY SURGERY,,,h4af,,
2487,2244_79,Outpatient,SAME DAY SURGERY,,,h8a,,
2488,2244_79,Outpatient,SAME DAY SURGERY,,,h4am,,
2489,2244_79,Outpatient,SAME DAY SURGERY,,,h3,,
2490,2244_79,Outpatient,SAME DAY SURGERY,,,h7x,,
2491,2244_79,Outpatient,SAME DAY SURGERY,,,h4aa,,
2492,2244_79,Outpatient,SAME DAY SURGERY,,,h4af,,
2493,2244_79,Outpatient,SAME DAY SURGERY,,,h8a,,
2494,2244_79,Outpatient,SAME DAY SURGERY,,,h4am,,
2495,2244_79,Outpatient,SAME DAY SURGERY,,,h3,,
2496,2244_79,Outpatient,SAME DAY SURGERY,,,h7x,,
2497,2244_79,Outpatient,WAIT TIME,,,h5d,,
2498,2244_79,Outpatient,WAIT TIME,,,h5d,,
2499,2244_79,Outpatient,FACILITY,,,h6f,,
2500,2244_79,Outpatient,FACILITY,,,h6aa,,
2501,2244_79,Outpatient,FACILITY,,,h6f,,
2502,2244_79,Outpatient,FACILITY,,,h6aa,,
2503,2765_79,OP-Surgery,Survey Items,,,h4as2,,
2504,2765_79,OP-Surgery,Survey Items,,,h4as3,,
2505,2765_79,OP-Surgery,Survey Items,,,h1ht,,
2506,2765_79,OP-Surgery,Survey Items,,,h30,,
2507,2765_79,OP-Surgery,Survey Items,,,h17,,
2508,2765_79,OP-Surgery,Survey Items,,,y4ap,,
2509,2765_79,OP-Surgery,Survey Items,,,y8av,,
2510,2765_79,OP-Surgery,Survey Items,,,h6aa2,,
2511,2765_79,OP-Surgery,Survey Items,,,h9ha,,
2512,2765_79,OP-Surgery,Survey Items,,,h9ca,,
2513,2765_79,OP-Surgery,Survey Items,,,h4c,,
2514,2765_79, ,Survey Items,,,h4m1,,
2515,2765_79,OP-Surgery,Survey Items,,,h4j,,
2516,2765_79,OP-Surgery,Survey Items,,,h4td2,,
2517,2765_79,OP-Surgery,Survey Items,,,y7hb1,,
2518,2765_79,OP-Surgery,Survey Items,,,y7hb,,
2519,2765_79,OP-Surgery,Survey Items,,,y8ag,,
2520,2765_79,OP-Surgery,Survey Items,,,y4ao,,
2521,2765_79,OP-Surgery,Survey Items,,,y8aw,,
2522,2765_79,OP-Surgery,Survey Items,,,y8ax,,
2523,2765_79,OP-Surgery,Survey Items,,,y8av1,,
2524,2765_79,OP-Surgery,Survey Items,,,y8aw1,,
2525,2765_79,OP-Surgery,Survey Items,,,y8ax1,,
2526,2542_79,Outpatient,,Rehab,,,,
2527,2542_79,Outpatient,,Same Day Surgery,,,,
2528,2542_79,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
2529,2542_79,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
2530,2542_79,Outpatient,CARE FROM STAFF,,,h4ww,,
2531,2542_79,Outpatient,CARE FROM STAFF,,,h2,,
2532,2542_79,Outpatient,CARE FROM STAFF,,,h4am,,
2533,2542_79,Outpatient,CARE FROM STAFF,,,h4af,,
2534,2542_79,Outpatient,CARE FROM STAFF,,,h4aa,,
2535,2542_79,Outpatient,CARE FROM STAFF,,,h2c,,
2536,2542_79,Outpatient,CARE FROM STAFF,,,h2o,,
2537,2542_79,Outpatient,CARE FROM STAFF,,,h2j,,
2538,2542_79,Outpatient,Care From Doctors,,,h3,,
2539,2542_79,Outpatient,WAIT TIME,,,h5c,,
2540,2542_79,Outpatient,WAIT TIME,,,h5d,,
2541,2542_79,Outpatient,FACILITY,,,h6f,,
2542,2542_79,Outpatient,FACILITY,,,h6aa,,
2543,2542_79,Outpatient,DISCHARGE/OUTCOME,,,h7x,,
2544,2542_79,Outpatient,DISCHARGE/OUTCOME,,,h8a,,
2545,2533_79,Outpatient,,Scheduling/Registration,,,,
2546,2533_79,Outpatient,,Care From Staff,,,,
2547,2533_79,Outpatient,,Wait Time,,,,
2548,2533_79,Outpatient,,Facility,,,,
2549,2533_79,Outpatient,,Rehab,,,,
2550,2533_79,Outpatient,,Same Day Surgery,,,,
2551,2533_79,Outpatient,,Overall Rating of Hospital,,,,
2552,2533_79,Outpatient,,Willingness to Recommend the Hospital,,,,
2553,2533_79,Outpatient,YOUR CARE FROM NURSES,,,h2c,,
2554,2533_79,Outpatient,YOUR CARE FROM NURSES,,,h2o,,
2555,2533_79,Outpatient,YOUR CARE FROM NURSES,,,h2j,,
2556,2533_79,Outpatient,YOUR CARE FROM DOCTORS,,,h3o,,
2557,2533_79,Outpatient,YOUR CARE FROM DOCTORS,,,h3j,,
2558,2533_79,Outpatient,YOUR CARE FROM DOCTORS,,,h3c,,
2559,2533_79,Outpatient,YOUR EXPERIENCE IN THIS CENTER,,,h4ae,,
2560,2533_79,Outpatient,OVERALL RATING OF CENTER,,,h30,,
2561,2533_79,Outpatient,OVERALL RATING OF CENTER,,,h17,,
2562,2760_79,Outpatient,,Rehab,,,,
2563,2760_79,Outpatient,,Same Day Surgery,,,,
2564,2760_79,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
2565,2760_79,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
2566,2760_79,Outpatient,CARE FROM STAFF,,,h4ww,,
2567,2760_79,Outpatient,CARE FROM STAFF,,,h2,,
2568,2760_79,Outpatient,CARE FROM STAFF,,,h2c,,
2569,2760_79,Outpatient,CARE FROM STAFF,,,h2o,,
2570,2760_79,Outpatient,CARE FROM STAFF,,,h2j,,
2571,2760_79,Outpatient,CARE FROM STAFF,,,h4am,,
2572,2760_79,Outpatient,CARE FROM STAFF,,,h4af,,
2573,2760_79,Outpatient,CARE FROM STAFF,,,h4aa,,
2574,2760_79,Outpatient,Care From Doctors,,,h3,,
2575,2760_79,Outpatient,WAIT TIME,,,h5c,,
2576,2760_79,Outpatient,WAIT TIME,,,h5d,,
2577,2760_79,Outpatient,FACILITY,,,h6f,,
2578,2760_79,Outpatient,FACILITY,,,h6aa,,
2579,2760_79,Outpatient,DISCHARGE/OUTCOME,,,h7x,,
2580,2760_79,Outpatient,DISCHARGE/OUTCOME,,,h8a,,
2581,1475_79,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
2582,1475_79,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
2583,1475_79,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
2584,1475_79,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
2585,1475_79,Outpatient,CARE FROM STAFF,,,h2,,
2586,1475_79,Outpatient,CARE FROM STAFF,,,h4ww,,
2587,1475_79,Outpatient,CARE FROM STAFF,,,h2c,,
2588,1475_79,Outpatient,CARE FROM STAFF,,,h2j,,
2589,1475_79,Outpatient,CARE FROM STAFF,,,h5c,,
2590,1475_79,Outpatient,CARE FROM STAFF,,,h2o,,
2591,1475_79,Outpatient,CARE FROM STAFF,,,h2,,
2592,1475_79,Outpatient,CARE FROM STAFF,,,h4ww,,
2593,1475_79,Outpatient,CARE FROM STAFF,,,h2c,,
2594,1475_79,Outpatient,CARE FROM STAFF,,,h2j,,
2595,1475_79,Outpatient,CARE FROM STAFF,,,h5c,,
2596,1475_79,Outpatient,CARE FROM STAFF,,,h2o,,
2597,1475_79,Outpatient,WAIT TIME,,,h5d,,
2598,1475_79,Outpatient,WAIT TIME,,,h5d,,
2599,1475_79,Outpatient,FACILITY,,,h6f,,
2600,1475_79,Outpatient,FACILITY,,,h6aa,,
2601,1475_79,Outpatient,FACILITY,,,h6f,,
2602,1475_79,Outpatient,FACILITY,,,h6aa,,
2603,1475_79,Outpatient,REHAB,,,h2zb,,
2604,1475_79,Outpatient,REHAB,,,h2z,,
2605,1475_79,Outpatient,REHAB,,,h2zb,,
2606,1475_79,Outpatient,REHAB,,,h2z,,
2607,1475_79,Outpatient,SAME DAY SURGERY,,,h7x,,
2608,1475_79,Outpatient,SAME DAY SURGERY,,,h4af,,
2609,1475_79,Outpatient,SAME DAY SURGERY,,,h8a,,
2610,1475_79,Outpatient,SAME DAY SURGERY,,,h4am,,
2611,1475_79,Outpatient,SAME DAY SURGERY,,,h3,,
2612,1475_79,Outpatient,SAME DAY SURGERY,,,h4aa,,
2613,1475_79,Outpatient,SAME DAY SURGERY,,,h7x,,
2614,1475_79,Outpatient,SAME DAY SURGERY,,,h4af,,
2615,1475_79,Outpatient,SAME DAY SURGERY,,,h8a,,
2616,1475_79,Outpatient,SAME DAY SURGERY,,,h4am,,
2617,1475_79,Outpatient,SAME DAY SURGERY,,,h3,,
2618,1475_79,Outpatient,SAME DAY SURGERY,,,h4aa,,
2619,2880_79,Totally Custom,Communications About Your Procedure,,,h4j,,
